"","PD04705XD"
16May07,62.55
17May07,64.86
18May07,64.94
21May07,66.27
22May07,64.97
23May07,65.06
24May07,63.58
25May07,64.75
28May07,n.d.
29May07,63.15
30May07,63.49
31May07,64.01
01Jun07,65.08
04Jun07,66.21
05Jun07,65.61
06Jun07,65.96
07Jun07,66.93
08Jun07,64.76
11Jun07,65.97
12Jun07,65.35
13Jun07,66.26
14Jun07,67.65
15Jun07,68
18Jun07,69.09
19Jun07,69.1
20Jun07,68.19
21Jun07,68.36
22Jun07,68.89
25Jun07,68.93
26Jun07,67.77
27Jun07,68.97
28Jun07,69.57
29Jun07,70.68
02Jul07,71.09
03Jul07,71.41
04Jul07,71.41
05Jul07,71.81
06Jul07,72.81
09Jul07,72.19
10Jul07,72.81
11Jul07,72.56
12Jul07,72.5
13Jul07,73.93
16Jul07,74.15
17Jul07,74.02
18Jul07,75.05
19Jul07,75.92
20Jul07,75.57
23Jul07,74.66
24Jul07,73.51
25Jul07,75.98
26Jul07,74.95
27Jul07,77.2
30Jul07,76.83
31Jul07,78.21
01Ago07,76.53
02Ago07,76.86
03Ago07,75.48
06Ago07,72.06
07Ago07,72.42
08Ago07,72.15
09Ago07,71.59
10Ago07,71.47
13Ago07,71.62
14Ago07,72.38
15Ago07,73.33
16Ago07,71
17Ago07,71.98
20Ago07,71.12
21Ago07,69.47
22Ago07,69.31
23Ago07,69.98
24Ago07,71.34
27Ago07,71.97
28Ago07,71.73
29Ago07,73.51
30Ago07,73.36
31Ago07,74.04
03Set07,n.d.
04Set07,75.05
05Set07,75.73
06Set07,76.3
07Set07,76.7
10Set07,77.49
11Set07,78.23
12Set07,79.91
13Set07,80.09
14Set07,79.1
17Set07,80.57
18Set07,81.51
19Set07,81.93
20Set07,83.32
21Set07,83.42
24Set07,82.65
25Set07,81.38
26Set07,80.3
27Set07,82.88
28Set07,81.66
01Oct07,80.24
02Oct07,80.05
03Oct07,79.94
04Oct07,81.44
05Oct07,81.22
08Oct07,79.02
09Oct07,80.26
10Oct07,81.3
11Oct07,83.08
12Oct07,83.69
15Oct07,86.13
16Oct07,87.61
17Oct07,87.4
18Oct07,89.47
19Oct07,88.6
22Oct07,87.56
23Oct07,86.57
24Oct07,89.1
25Oct07,92.81
26Oct07,91.86
29Oct07,93.53
30Oct07,90.38
31Oct07,94.53
01Nov07,93.49
02Nov07,95.93
05Nov07,93.98
06Nov07,96.7
07Nov07,96.37
08Nov07,95.46
09Nov07,96.32
12Nov07,94.62
13Nov07,91.17
14Nov07,94.09
15Nov07,93.43
16Nov07,95.1
19Nov07,95.64
20Nov07,98.88
21Nov07,98.04
22Nov07,n.d.
23Nov07,98.18
26Nov07,97.7
27Nov07,94.42
28Nov07,90.62
29Nov07,91.01
30Nov07,88.71
03Dic07,89.31
04Dic07,88.32
05Dic07,87.49
06Dic07,90.23
07Dic07,88.28
10Dic07,87.86
11Dic07,90.02
12Dic07,94.39
13Dic07,92.25
14Dic07,91.27
17Dic07,90.63
18Dic07,90.49
19Dic07,91.07
20Dic07,90.96
21Dic07,93.26
24Dic07,n.d.
25Dic07,n.d.
26Dic07,95.97
27Dic07,96.62
28Dic07,96
31Dic07,n.d.
01Ene08,n.d.
02Ene08,99.62
03Ene08,99.18
04Ene08,97.91
07Ene08,95.09
08Ene08,96.33
09Ene08,95.67
10Ene08,93.71
11Ene08,92.69
14Ene08,94.2
15Ene08,91.9
16Ene08,90.84
17Ene08,90.13
18Ene08,90.57
21Ene08,n.d.
22Ene08,89.85
23Ene08,87.64
24Ene08,90.06
25Ene08,90.39
28Ene08,90.99
29Ene08,91.64
30Ene08,92.33
31Ene08,91.75
01Feb08,88.96
04Feb08,90.02
05Feb08,88.41
06Feb08,87.14
07Feb08,88.11
08Feb08,91.77
11Feb08,93.59
12Feb08,92.78
13Feb08,93.27
14Feb08,95.46
15Feb08,95.5
18Feb08,n.d.
19Feb08,100.01
20Feb08,100.74
21Feb08,98.53
22Feb08,98.96
25Feb08,99.48
26Feb08,100.88
27Feb08,99.64
28Feb08,102.59
29Feb08,101.84
03Mar08,102.45
04Mar08,99.52
05Mar08,104.52
06Mar08,105.47
07Mar08,105.15
10Mar08,107.9
11Mar08,108.75
12Mar08,109.92
13Mar08,110.33
14Mar08,110.21
17Mar08,105.68
18Mar08,109.42
19Mar08,104.48
20Mar08,102.79
21Mar08,n.d.
24Mar08,101.06
25Mar08,101.12
26Mar08,105.9
27Mar08,107.58
28Mar08,105.62
31Mar08,101.58
01Abr08,100.98
02Abr08,104.83
03Abr08,103.83
04Abr08,106.23
07Abr08,109.09
08Abr08,108.5
09Abr08,110.87
10Abr08,110.11
11Abr08,110.14
14Abr08,111.76
15Abr08,113.79
16Abr08,114.93
17Abr08,114.86
18Abr08,116.69
21Abr08,117.48
22Abr08,119.37
23Abr08,119.4
24Abr08,117.21
25Abr08,119.7
28Abr08,118.75
29Abr08,115.63
30Abr08,113.46
01May08,112.52
02May08,116.32
05May08,119.97
06May08,121.84
07May08,123.53
08May08,123.69
09May08,125.96
12May08,124.23
13May08,125.8
14May08,124.22
15May08,124.12
16May08,126.29
19May08,127.05
20May08,129.07
21May08,132.57
22May08,130.21
23May08,131.59
26May08,n.d.
27May08,128.85
28May08,131.03
29May08,126.62
30May08,127.35
02Jun08,127.76
03Jun08,124.31
04Jun08,122.3
05Jun08,127.79
06Jun08,138.54
09Jun08,134.35
10Jun08,131.31
11Jun08,136.38
12Jun08,136.74
13Jun08,134.86
16Jun08,134.61
17Jun08,134.01
18Jun08,136.68
19Jun08,131.93
20Jun08,134.62
23Jun08,136
24Jun08,136.4
25Jun08,134.03
26Jun08,139.64
27Jun08,140.21
30Jun08,140
01Jul08,140.97
02Jul08,143.57
03Jul08,145.29
04Jul08,n.d.
07Jul08,141.37
08Jul08,136.04
09Jul08,136.05
10Jul08,141.65
11Jul08,145.08
14Jul08,145.18
15Jul08,138.74
16Jul08,134.6
17Jul08,129.29
18Jul08,128.88
21Jul08,131.04
22Jul08,127.95
23Jul08,123.64
24Jul08,124.74
25Jul08,122.46
28Jul08,124.73
29Jul08,122.19
30Jul08,126.77
31Jul08,124.08
01Ago08,125.1
04Ago08,121.41
05Ago08,119.17
06Ago08,118.58
07Ago08,120.02
08Ago08,115.2
11Ago08,114.45
12Ago08,113.01
13Ago08,116
14Ago08,115.01
15Ago08,113.77
18Ago08,112.87
19Ago08,114.53
20Ago08,114.98
21Ago08,120.93
22Ago08,114.24
25Ago08,114.71
26Ago08,116.27
27Ago08,118.15
28Ago08,115.59
29Ago08,115.46
01Set08,n.d.
02Set08,109.71
03Set08,109.35
04Set08,107.89
05Set08,106.23
08Set08,106.34
09Set08,103.26
10Set08,102.58
11Set08,100.6
12Set08,101.18
15Set08,95.71
16Set08,91.15
17Set08,97.16
18Set08,97.88
19Set08,104.55
22Set08,106.88
23Set08,120.92
24Set08,107.86
25Set08,109.52
26Set08,106.89
29Set08,96.37
30Set08,100.64
01Oct08,98.53
02Oct08,93.97
03Oct08,93.88
06Oct08,87.81
07Oct08,90.06
08Oct08,88.95
09Oct08,86.59
10Oct08,77.7
13Oct08,81.19
14Oct08,78.63
15Oct08,74.54
16Oct08,69.85
17Oct08,71.85
20Oct08,74.64
21Oct08,70.89
22Oct08,65.85
23Oct08,66.84
24Oct08,63.15
27Oct08,63.22
28Oct08,62.73
29Oct08,67.5
30Oct08,65.96
31Oct08,67.81
03Nov08,63.91
04Nov08,70.53
05Nov08,65.3
06Nov08,60.77
07Nov08,61.04
10Nov08,62.41
11Nov08,62.41
12Nov08,59.33
13Nov08,56.16
14Nov08,58.24
17Nov08,54.95
18Nov08,54.39
19Nov08,53.62
20Nov08,49.03
21Nov08,49.62
24Nov08,53.5
25Nov08,49.87
26Nov08,54.44
27Nov08,54.44
28Nov08,54.43
01Dic08,49.28
02Dic08,46.96
03Dic08,46.79
04Dic08,43.67
05Dic08,40.81
08Dic08,43.71
09Dic08,42.07
10Dic08,43.52
11Dic08,47.98
12Dic08,46.28
15Dic08,44.51
16Dic08,43.6
17Dic08,40.06
18Dic08,36.22
19Dic08,33.87
22Dic08,31.41
23Dic08,33.48
24Dic08,34.49
25Dic08,n.d.
26Dic08,32.35
29Dic08,40.02
30Dic08,39.03
31Dic08,39.65
01Ene09,n.d.
02Ene09,46.34
05Ene09,48.81
06Ene09,48.58
07Ene09,42.63
08Ene09,41.7
09Ene09,40.83
12Ene09,37.59
13Ene09,37.78
14Ene09,44.19
15Ene09,43.54
16Ene09,42.57
19Ene09,40.96
20Ene09,40.84
21Ene09,42.25
22Ene09,42.27
23Ene09,45.47
26Ene09,45.73
27Ene09,41.58
28Ene09,42.16
29Ene09,41.44
30Ene09,41.68
02Feb09,40.08
03Feb09,40.78
04Feb09,40.32
05Feb09,41.17
06Feb09,40.17
09Feb09,39.56
10Feb09,37.55
11Feb09,35.94
12Feb09,33.98
13Feb09,37.51
16Feb09,n.d.
17Feb09,34.93
18Feb09,34.62
19Feb09,39.48
20Feb09,38.94
23Feb09,37.54
24Feb09,39.11
25Feb09,41.7
26Feb09,45.22
27Feb09,44.76
02Mar09,40.15
03Mar09,41.65
04Mar09,45.38
05Mar09,43.61
06Mar09,45.52
09Mar09,47.07
10Mar09,45.71
11Mar09,42.33
12Mar09,47.03
13Mar09,46.25
16Mar09,47.35
17Mar09,49.16
18Mar09,48.14
19Mar09,51.61
20Mar09,51.06
23Mar09,53
24Mar09,53.48
25Mar09,52.17
26Mar09,54.34
27Mar09,52.38
30Mar09,48.41
31Mar09,49.66
01Abr09,48.39
02Abr09,52.64
03Abr09,52.51
06Abr09,51.05
07Abr09,49.15
08Abr09,49.38
09Abr09,52.24
10Abr09,52.4
13Abr09,50.05
14Abr09,49.41
15Abr09,49.25
16Abr09,49.98
17Abr09,50.33
20Abr09,45.88
21Abr09,46.69
22Abr09,47.45
23Abr09,49.05
24Abr09,51.05
27Abr09,50.14
28Abr09,49.92
29Abr09,50.97
30Abr09,51.12
01May09,53.2
04May09,54.47
05May09,54.47
06May09,56.34
07May09,56.71
08May09,58.63
11May09,58.5
12May09,58.85
13May09,58.02
14May09,58.62
15May09,56.34
18May09,59.03
19May09,59.65
20May09,61.44
21May09,60.55
22May09,61.02
25May09,n.d.
26May09,62.45
27May09,63.45
28May09,65.08
29May09,66.31
01Jun09,68.58
02Jun09,68.55
03Jun09,66.12
04Jun09,68.81
05Jun09,68.44
08Jun09,68.09
09Jun09,70.01
10Jun09,71.33
11Jun09,72.68
12Jun09,72.04
15Jun09,70.62
16Jun09,70.47
17Jun09,71.03
18Jun09,71.37
19Jun09,69.55
22Jun09,66.93
23Jun09,68.74
24Jun09,68.14
25Jun09,69.94
26Jun09,69.16
29Jun09,71.49
30Jun09,69.89
01Jul09,69.31
02Jul09,66.73
03Jul09,66.73
06Jul09,64.05
07Jul09,62.8
08Jul09,60.14
09Jul09,60.33
10Jul09,59.89
13Jul09,59.69
14Jul09,59.52
15Jul09,61.54
16Jul09,62.02
17Jul09,63.56
20Jul09,63.98
21Jul09,64.72
22Jul09,64.25
23Jul09,66.01
24Jul09,66.55
27Jul09,68.38
28Jul09,67.23
29Jul09,63.35
30Jul09,66.94
31Jul09,69.45
03Ago09,71.58
04Ago09,71.42
05Ago09,71.97
06Ago09,71.94
07Ago09,70.93
10Ago09,70.6
11Ago09,69.45
12Ago09,70.16
13Ago09,70.52
14Ago09,67.51
17Ago09,66.75
18Ago09,69.19
19Ago09,72.42
20Ago09,72.54
21Ago09,73.29
24Ago09,73.82
25Ago09,71.55
26Ago09,71.43
27Ago09,72.49
28Ago09,72.74
31Ago09,69.96
01Set09,68.05
02Set09,68.05
03Set09,67.96
04Set09,68.02
07Set09,68.02
08Set09,71.1
09Set09,71.31
10Set09,71.94
11Set09,69.29
14Set09,68.86
15Set09,70.93
16Set09,72.51
17Set09,72.47
18Set09,72.04
21Set09,69.71
22Set09,71.55
23Set09,68.77
24Set09,65.72
25Set09,65.87
28Set09,66.84
29Set09,66.71
30Set09,70.61
01Oct09,70.82
02Oct09,69.95
05Oct09,70.41
06Oct09,70.88
07Oct09,69.57
08Oct09,71.69
09Oct09,71.77
12Oct09,73.27
13Oct09,74.15
14Oct09,75.18
15Oct09,77.58
16Oct09,78.53
19Oct09,79.61
20Oct09,79.09
21Oct09,81.04
22Oct09,80.84
23Oct09,80.05
26Oct09,78.68
27Oct09,79.55
28Oct09,77.46
29Oct09,79.87
30Oct09,77
02Nov09,78.13
03Nov09,79.6
04Nov09,80.4
05Nov09,79.62
06Nov09,77.43
09Nov09,79.43
10Nov09,79.05
11Nov09,79.28
12Nov09,76.94
13Nov09,76.35
16Nov09,78.9
17Nov09,79.14
18Nov09,79.58
19Nov09,77.46
20Nov09,76.72
23Nov09,76.56
24Nov09,74.92
25Nov09,77.06
26Nov09,77.06
27Nov09,76.05
30Nov09,77.28
01Dic09,78.37
02Dic09,76.6
03Dic09,76.46
04Dic09,75.47
07Dic09,73.93
08Dic09,72.62
09Dic09,70.67
10Dic09,70.54
11Dic09,69.87
14Dic09,69.51
15Dic09,70.69
16Dic09,72.66
17Dic09,72.65
18Dic09,73.36
21Dic09,72.47
22Dic09,73.75
23Dic09,75.46
24Dic09,77.15
25Dic09,77.15
28Dic09,78.77
29Dic09,78.87
30Dic09,78.66
31Dic09,79.36
01Ene10,79.36
04Ene10,81.51
05Ene10,81.77
06Ene10,83.18
07Ene10,82.66
08Ene10,82.75
11Ene10,82.52
12Ene10,80.79
13Ene10,79.65
14Ene10,79.39
15Ene10,78
18Ene10,78
19Ene10,79.02
20Ene10,77.62
21Ene10,75.78
22Ene10,74.24
25Ene10,74.96
26Ene10,74.71
27Ene10,73.67
28Ene10,73.64
29Ene10,72.89
01Feb10,74.43
02Feb10,77.23
03Feb10,76.98
04Feb10,73.14
05Feb10,71.19
08Feb10,71.89
09Feb10,73.75
10Feb10,74.52
11Feb10,75.28
12Feb10,74.13
15Feb10,74.13
16Feb10,77.01
17Feb10,77.33
18Feb10,79.06
19Feb10,79.81
22Feb10,80.16
23Feb10,78.61
24Feb10,79.75
25Feb10,77.92
26Feb10,79.66
01Mar10,78.7
02Mar10,79.68
03Mar10,80.87
04Mar10,80.21
05Mar10,81.5
08Mar10,81.87
09Mar10,81.49
10Mar10,82.09
11Mar10,82.11
12Mar10,81.24
15Mar10,79.8
16Mar10,81.7
17Mar10,82.93
18Mar10,82.2
19Mar10,80.68
22Mar10,81.25
23Mar10,81.63
24Mar10,80.31
25Mar10,80.2
26Mar10,80
29Mar10,82.17
30Mar10,82.37
31Mar10,83.76
01Abr10,84.87
02Abr10,84.87
05Abr10,86.62
06Abr10,86.84
07Abr10,85.88
08Abr10,85.39
09Abr10,84.92
12Abr10,84.34
13Abr10,84.05
14Abr10,85.84
15Abr10,85.51
16Abr10,83.24
19Abr10,81.45
20Abr10,83.45
21Abr10,82.93
22Abr10,83.1
23Abr10,84.42
26Abr10,84.2
27Abr10,82.44
28Abr10,83.22
29Abr10,85.17
30Abr10,86.15
03May10,86.19
04May10,82.74
05May10,79.97
06May10,77.11
07May10,75.11
10May10,76.8
11May10,76.37
12May10,75.65
13May10,74.4
14May10,71.61
17May10,70.08
18May10,69.41
19May10,69.87
20May10,68.01
21May10,68.04
24May10,65.96
25May10,67.25
26May10,71.51
27May10,74.55
28May10,73.97
31May10,73.97
01Jun10,72.58
02Jun10,72.86
03Jun10,74.61
04Jun10,71.51
07Jun10,71.44
08Jun10,71.99
09Jun10,74.36
10Jun10,75.48
11Jun10,73.78
14Jun10,75.12
15Jun10,76.94
16Jun10,77.67
17Jun10,76.79
18Jun10,77.18
21Jun10,77.82
22Jun10,77.21
23Jun10,75.85
24Jun10,76.16
25Jun10,78.61
28Jun10,78.25
29Jun10,75.94
30Jun10,75.63
01Jul10,72.95
02Jul10,72.14
05Jul10,72.14
06Jul10,71.98
07Jul10,74.07
08Jul10,75.44
09Jul10,76.09
12Jul10,74.95
13Jul10,77.15
14Jul10,77.04
15Jul10,76.76
16Jul10,76.01
19Jul10,76.54
20Jul10,77.44
21Jul10,76.26
22Jul10,79.03
23Jul10,78.73
26Jul10,78.98
27Jul10,77.5
28Jul10,76.99
29Jul10,78.36
30Jul10,78.95
02Ago10,81.34
03Ago10,82.55
04Ago10,82.47
05Ago10,82.01
06Ago10,80.7
09Ago10,81.48
10Ago10,80.25
11Ago10,78.37
12Ago10,75.74
13Ago10,75.39
16Ago10,75.24
17Ago10,75.77
18Ago10,75.42
19Ago10,74.43
20Ago10,73.46
23Ago10,72.7
24Ago10,71.2
25Ago10,71.92
26Ago10,73.36
27Ago10,75.17
30Ago10,74.7
31Ago10,71.92
01Set10,73.91
02Set10,75.02
03Set10,74.6
06Set10,74.6
07Set10,74.09
08Set10,74.67
09Set10,74.25
10Set10,76.45
13Set10,77.19
14Set10,76.8
15Set10,76.02
16Set10,74.57
17Set10,73.66
20Set10,74.86
21Set10,73.52
22Set10,72.66
23Set10,73.38
24Set10,74.94
27Set10,76.52
28Set10,76.18
29Set10,77.86
30Set10,79.97
01Oct10,81.58
04Oct10,81.47
05Oct10,82.82
06Oct10,83.23
07Oct10,81.67
08Oct10,82.66
11Oct10,84.7244761904762
12Oct10,81.67
13Oct10,83.01
14Oct10,82.69
15Oct10,81.25
18Oct10,83.08
19Oct10,79.49
20Oct10,81.77
21Oct10,80.06
22Oct10,81.16
25Oct10,81.97
26Oct10,82.55
27Oct10,81.94
28Oct10,82.18
29Oct10,81.43
01Nov10,82.95
02Nov10,83.9
03Nov10,84.69
04Nov10,86.49
05Nov10,86.85
08Nov10,87.06
09Nov10,86.72
10Nov10,87.81
11Nov10,87.81
12Nov10,84.88
15Nov10,84.86
16Nov10,82.34
17Nov10,80.44
18Nov10,81.85
19Nov10,81.51
22Nov10,81.24
23Nov10,80.7
24Nov10,83.26
25Nov10,83.26
26Nov10,83.76
29Nov10,85.73
30Nov10,84.11
01Dic10,86.75
02Dic10,88
03Dic10,89.19
06Dic10,89.38
07Dic10,88.69
08Dic10,88.28
09Dic10,88.37
10Dic10,87.79
13Dic10,88.61
14Dic10,88.28
15Dic10,88.62
16Dic10,87.7
17Dic10,88.02
20Dic10,88.81
21Dic10,89.17
22Dic10,89.83
23Dic10,90.91
24Dic10,90.91
27Dic10,91
28Dic10,91.49
29Dic10,91.12
30Dic10,89.84
31Dic10,91.38
03Ene11,91.55
04Ene11,89.38
05Ene11,90.3
06Ene11,88.38
07Ene11,88.03
10Ene11,89.25
11Ene11,91.11
12Ene11,91.86
13Ene11,91.4
14Ene11,91.54
17Ene11,91.54
18Ene11,91.38
19Ene11,90.86
20Ene11,88.86
21Ene11,87.96
24Ene11,86.67
25Ene11,85.14
26Ene11,87.33
27Ene11,85.64
28Ene11,89.34
31Ene11,92.19
01Feb11,90.77
02Feb11,90.86
03Feb11,90.54
04Feb11,89.03
07Feb11,87.48
08Feb11,86.94
09Feb11,86.71
10Feb11,86.73
11Feb11,85.58
14Feb11,84.81
15Feb11,84.32
16Feb11,84.99
17Feb11,86.36
18Feb11,86.2
21Feb11,86.2
22Feb11,93.57
23Feb11,96.5
24Feb11,95.78
25Feb11,96.98
28Feb11,96.97
01Mar11,99.63
02Mar11,102.23
03Mar11,101.91
04Mar11,104.42
07Mar11,105.44
08Mar11,105.02
09Mar11,104.38
10Mar11,102.7
11Mar11,101.16
14Mar11,101.19
15Mar11,97.18
16Mar11,97.98
17Mar11,101.42
18Mar11,101.07
21Mar11,102.33
22Mar11,104
23Mar11,105.2
24Mar11,105.05
25Mar11,105
28Mar11,103.98
29Mar11,104.79
30Mar11,104.27
31Mar11,106.72
01Abr11,107.94
04Abr11,108.47
05Abr11,108.34
06Abr11,108.83
07Abr11,110.3
08Abr11,112.79
11Abr11,109.92
12Abr11,106.25
13Abr11,107.11
14Abr11,108.11
15Abr11,109.66
18Abr11,107.12
19Abr11,108.15
20Abr11,110.85
21Abr11,111.71
22Abr11,111.71
25Abr11,111.88
26Abr11,112.21
27Abr11,112.76
28Abr11,112.86
29Abr11,113.93
02May11,113.52
03May11,111.05
04May11,109.24
05May11,99.8
06May11,97.18
09May11,102.55
10May11,103.88
11May11,98.21
12May11,98.97
13May11,99.65
16May11,97.85
17May11,96.91
18May11,100.1
19May11,98.44
20May11,99.49
23May11,97.25
24May11,99.09
25May11,100.72
26May11,100.23
27May11,100.59
30May11,100.59
31May11,102.7
01Jun11,100.29
02Jun11,100.4
03Jun11,100.56
06Jun11,99.01
07Jun11,99.09
08Jun11,100.74
09Jun11,101.93
10Jun11,99.29
13Jun11,97.3
14Jun11,99.37
15Jun11,94.81
16Jun11,94.95
17Jun11,93.01
20Jun11,93.26
21Jun11,93.4
22Jun11,95.01
23Jun11,90.65
24Jun11,90.83
27Jun11,90.61
28Jun11,92.89
29Jun11,94.77
30Jun11,95.42
01Jul11,94.94
04Jul11,94.94
05Jul11,96.89
06Jul11,96.65
07Jul11,98.67
08Jul11,96.2
11Jul11,95.15
12Jul11,97.43
13Jul11,98.05
14Jul11,95.69
15Jul11,97.24
18Jul11,95.93
19Jul11,97.5
20Jul11,98.14
21Jul11,98.91
22Jul11,99.64
25Jul11,98.97
26Jul11,99.72
27Jul11,97.4
28Jul11,97.44
29Jul11,95.7
01Ago11,94.89
02Ago11,93.79
03Ago11,91.93
04Ago11,86.63
05Ago11,86.88
08Ago11,81.31
09Ago11,79.3
10Ago11,82.89
11Ago11,85.72
12Ago11,85.38
15Ago11,87.88
16Ago11,86.65
17Ago11,87.58
18Ago11,82.38
19Ago11,82.26
22Ago11,84.12
23Ago11,85.27
24Ago11,84.98
25Ago11,85.2
26Ago11,85.37
29Ago11,87.27
30Ago11,88.9
31Ago11,88.81
01Set11,88.93
02Set11,86.45
05Set11,86.45
06Set11,86.02
07Set11,89.34
08Set11,89.05
09Set11,87.24
12Set11,88.19
13Set11,90.21
14Set11,88.91
15Set11,89.4
16Set11,87.96
19Set11,85.7
20Set11,86.89
21Set11,85.75
22Set11,80.26
23Set11,79.58
26Set11,80.24
27Set11,84.45
28Set11,81.21
29Set11,82.14
30Set11,79.2
03Oct11,77.61
04Oct11,75.67
05Oct11,79.68
06Oct11,82.59
07Oct11,82.98
10Oct11,85.41
11Oct11,85.81
12Oct11,85.57
13Oct11,84.23
14Oct11,86.8
17Oct11,86.38
18Oct11,88.34
19Oct11,86.11
20Oct11,85.3
21Oct11,87.22
24Oct11,91.17
25Oct11,92.99
26Oct11,90.2
27Oct11,93.96
28Oct11,93.32
31Oct11,93.19
01Nov11,92.19
02Nov11,92.51
03Nov11,94.07
04Nov11,94.26
07Nov11,95.52
08Nov11,96.8
09Nov11,95.74
10Nov11,97.78
11Nov11,98.99
14Nov11,98.14
15Nov11,99.37
16Nov11,102.59
17Nov11,98.82
18Nov11,97.41
21Nov11,96.69
22Nov11,97.71
23Nov11,95.87
24Nov11,95.87
25Nov11,96.77
28Nov11,98.21
29Nov11,99.79
30Nov11,100.36
01Dic11,100.2
02Dic11,100.96
05Dic11,100.99
06Dic11,101.28
07Dic11,100.49
08Dic11,98.34
09Dic11,99.41
12Dic11,97.77
13Dic11,100.14
14Dic11,94.95
15Dic11,93.87
16Dic11,93.53
19Dic11,93.88
20Dic11,97.22
21Dic11,98.52
22Dic11,99.48
23Dic11,99.63
26Dic11,99.63
27Dic11,101.34
28Dic11,99.36
29Dic11,99.65
30Dic11,98.83
02Ene12,98.83
03Ene12,102.96
04Ene12,103.22
05Ene12,101.81
06Ene12,101.56
09Ene12,101.31
10Ene12,102.24
11Ene12,100.87
12Ene12,99.1
13Ene12,98.7
16Ene12,98.7
17Ene12,100.71
18Ene12,100.59
19Ene12,100.39
20Ene12,98.46
23Ene12,99.42
24Ene12,98.75
25Ene12,99.13
26Ene12,99.7
27Ene12,99.56
30Ene12,98.78
31Ene12,98.48
01Feb12,97.61
02Feb12,96.36
03Feb12,97.84
06Feb12,96.91
07Feb12,98.41
08Feb12,98.71
09Feb12,99.84
10Feb12,98.67
13Feb12,100.91
14Feb12,100.74
15Feb12,101.8
16Feb12,102.31
17Feb12,103.24
20Feb12,103.24
21Feb12,105.84
22Feb12,105.93
23Feb12,107.49
24Feb12,109.49
27Feb12,108.56
28Feb12,106.55
29Feb12,107.07
01Mar12,108.84
02Mar12,106.7
05Mar12,106.72
06Mar12,104.7
07Mar12,106.16
08Mar12,106.58
09Mar12,107.4
12Mar12,106.34
13Mar12,106.71
14Mar12,105.43
15Mar12,105.11
16Mar12,107.06
19Mar12,108.09
20Mar12,105.61
21Mar12,106.77
22Mar12,104.96
23Mar12,106.47
26Mar12,107.03
27Mar12,107.33
28Mar12,105.41
29Mar12,102.78
30Mar12,103.02
02Abr12,105.23
03Abr12,104.01
04Abr12,101.47
05Abr12,103.31
06Abr12,103.31
09Abr12,102.46
10Abr12,101.02
11Abr12,102.7
12Abr12,103.64
13Abr12,102.83
16Abr12,102.93
17Abr12,104.2
18Abr12,102.67
19Abr12,102.27
20Abr12,103.05
23Abr12,102.66
24Abr12,103.16
25Abr12,103.7
26Abr12,104.55
27Abr12,104.93
30Abr12,104.87
01May12,106.16
02May12,105.22
03May12,102.54
04May12,98.49
07May12,97.94
08May12,97.01
09May12,96.81
10May12,97.08
11May12,96.13
14May12,94.78
15May12,93.98
16May12,92.81
17May12,92.56
18May12,91.48
21May12,92.57
22May12,91.66
23May12,89.6
24May12,90.41
25May12,90.66
28May12,90.66
29May12,90.76
30May12,87.82
31May12,86.53
01Jun12,83.23
04Jun12,83.98
05Jun12,84.29
06Jun12,85.02
07Jun12,84.82
08Jun12,84.1
11Jun12,82.7
12Jun12,83.32
13Jun12,82.62
14Jun12,83.91
15Jun12,84.03
18Jun12,83.27
19Jun12,84.03
20Jun12,81.8
