"","PD04705XD"
21Jun12,77.84
22Jun12,79.36
25Jun12,79.01
26Jun12,79.36
27Jun12,80.21
28Jun12,77.69
29Jun12,84.96
02Jul12,83.75
03Jul12,87.66
04Jul12,87.66
05Jul12,87.22
06Jul12,84.45
09Jul12,85.99
10Jul12,83.91
11Jul12,85.81
12Jul12,86.08
13Jul12,87.1
16Jul12,88.43
17Jul12,89.22
18Jul12,89.87
19Jul12,92.66
20Jul12,91.44
23Jul12,87.91
24Jul12,88.28
25Jul12,88.79
26Jul12,89.39
27Jul12,90.13
30Jul12,89.78
31Jul12,88.06
01Ago12,88.91
02Ago12,87.13
03Ago12,91.4
06Ago12,92.2
07Ago12,93.67
08Ago12,93.35
09Ago12,93.36
10Ago12,92.87
13Ago12,92.73
14Ago12,93.43
15Ago12,94.33
16Ago12,95.6
17Ago12,96.01
20Ago12,95.97
21Ago12,96.4
22Ago12,96.98
23Ago12,95.97
24Ago12,95.85
27Ago12,95.47
28Ago12,96.33
29Ago12,95.49
30Ago12,94.62
31Ago12,96.47
03Set12,96.47
04Set12,95.3
05Set12,95.36
06Set12,95.53
07Set12,96.42
10Set12,96.54
11Set12,97.17
12Set12,97.01
13Set12,98.31
14Set12,99.56
17Set12,96.62
18Set12,95.29
19Set12,91.98
20Set12,91.87
21Set12,92.61
24Set12,91.63
25Set12,90.99
26Set12,89.98
27Set12,91.85
28Set12,92.19
01Oct12,92.48
02Oct12,91.89
03Oct12,88.14
04Oct12,91.71
05Oct12,89.88
08Oct12,89.33
09Oct12,92.39
10Oct12,91.25
11Oct12,92.07
12Oct12,91.86
15Oct12,91.85
16Oct12,92.09
17Oct12,92.12
18Oct12,92.1
19Oct12,90.05
22Oct12,88.73
23Oct12,86.32
24Oct12,85.33
25Oct12,85.68
26Oct12,86.28
29Oct12,85.54
30Oct12,85.57
31Oct12,86.24
01Nov12,87.09
02Nov12,84.86
05Nov12,85.65
06Nov12,88.71
07Nov12,84.44
08Nov12,85.09
09Nov12,86.07
12Nov12,85.57
13Nov12,85.38
14Nov12,86.32
15Nov12,85.45
16Nov12,86.67
19Nov12,88.98
20Nov12,86.36
21Nov12,86.93
22Nov12,86.93
23Nov12,88.28
26Nov12,87.74
27Nov12,87.18
28Nov12,86.49
29Nov12,88.07
30Nov12,88.91
03Dic12,89.09
04Dic12,88.5
05Dic12,87.88
06Dic12,86.26
07Dic12,85.93
10Dic12,85.56
11Dic12,85.79
12Dic12,86.77
13Dic12,85.89
14Dic12,86.73
17Dic12,87.2
18Dic12,87.93
19Dic12,89.51
20Dic12,89.68
21Dic12,88.31
24Dic12,88.26
25Dic12,88.26
26Dic12,90.98
27Dic12,90.87
28Dic12,90.8
31Dic12,91.82
01Ene13,n.d.
02Ene13,93.12
03Ene13,92.92
04Ene13,93.09
07Ene13,93.19
08Ene13,93.15
09Ene13,93.1
10Ene13,93.82
11Ene13,93.56
14Ene13,94.14
15Ene13,93.46
16Ene13,94.24
17Ene13,95.49
18Ene13,95.56
21Ene13,95.56
22Ene13,96.24
23Ene13,94.58
24Ene13,95.15
25Ene13,95.38
28Ene13,96.44
29Ene13,97.57
30Ene13,97.94
31Ene13,97.49
01Feb13,97.77
04Feb13,96.17
05Feb13,96.64
06Feb13,96.62
07Feb13,95.83
08Feb13,95.72
11Feb13,97.03
12Feb13,97.51
13Feb13,97.01
14Feb13,97.31
15Feb13,95.86
18Feb13,95.86
19Feb13,96.66
20Feb13,94.46
21Feb13,92.44
22Feb13,92.77
25Feb13,92.8
26Feb13,92.63
27Feb13,92.76
28Feb13,92.05
01Mar13,90.68
04Mar13,90.12
05Mar13,90.82
06Mar13,90.43
07Mar13,91.56
08Mar13,91.95
11Mar13,92.06
12Mar13,92.54
13Mar13,92.52
14Mar13,93.03
15Mar13,93.45
18Mar13,93.74
19Mar13,92.16
20Mar13,92.96
21Mar13,92.13
22Mar13,93.39
25Mar13,94.56
26Mar13,96.34
27Mar13,96.58
28Mar13,97.23
29Mar13,97.23
01Abr13,97.07
02Abr13,97.19
03Abr13,94.45
04Abr13,93.26
05Abr13,92.7
08Abr13,93.36
09Abr13,94.2
10Abr13,94.64
11Abr13,93.51
12Abr13,91.29
15Abr13,88.71
16Abr13,88.72
17Abr13,86.68
18Abr13,87.73
19Abr13,88.01
22Abr13,88.76
23Abr13,88.83
24Abr13,91.06
25Abr13,93.29
26Abr13,93
29Abr13,93.87
30Abr13,93.46
01May13,91.03
02May13,93.99
03May13,95.61
06May13,96.16
07May13,95.62
08May13,96.62
09May13,96.39
10May13,96.04
13May13,95.17
14May13,94.21
15May13,93.94
16May13,95.16
17May13,96.02
20May13,96.8
21May13,96.09
22May13,94.03
23May13,93.96
24May13,93.85
27May13,93.85
28May13,95.01
29May13,93.13
30May13,93.61
31May13,91.97
03Jun13,93.45
04Jun13,93.31
05Jun13,93.74
06Jun13,94.76
07Jun13,96.03
10Jun13,95.77
11Jun13,95.38
12Jun13,95.88
13Jun13,96.69
14Jun13,97.85
17Jun13,97.77
18Jun13,98.44
19Jun13,98.24
20Jun13,95.4
21Jun13,93.59
24Jun13,95.09
25Jun13,95.29
26Jun13,95.5
27Jun13,97.05
28Jun13,96.56
01Jul13,97.99
02Jul13,99.6
03Jul13,101.24
04Jul13,101.24
05Jul13,103.22
08Jul13,103.14
09Jul13,103.53
10Jul13,106.52
11Jul13,104.91
12Jul13,105.95
15Jul13,106.32
16Jul13,106
17Jul13,106.48
18Jul13,108.04
19Jul13,108.05
22Jul13,106.91
23Jul13,107.18
24Jul13,105.32
25Jul13,105.54
26Jul13,104.9
29Jul13,104.55
30Jul13,103.08
31Jul13,105.03
01Ago13,107.89
02Ago13,106.94
05Ago13,106.56
06Ago13,105.3
07Ago13,104.37
08Ago13,103.4
09Ago13,105.97
12Ago13,106.11
13Ago13,106.83
14Ago13,106.85
15Ago13,107.33
16Ago13,107.46
19Ago13,107.1
20Ago13,104.96
21Ago13,103.81
22Ago13,105.09
23Ago13,106.57
26Ago13,105.92
27Ago13,109.01
28Ago13,110.1
29Ago13,108.8
30Ago13,107.65
02Set13,107.65
03Set13,108.54
04Set13,107.23
05Set13,108.37
06Set13,110.53
09Set13,109.52
10Set13,107.39
11Set13,107.56
12Set13,108.6
13Set13,108.21
16Set13,106.59
17Set13,105.42
18Set13,108.07
19Set13,106.39
20Set13,104.67
23Set13,103.69
24Set13,103.17
25Set13,102.76
26Set13,103.03
27Set13,102.87
30Set13,102.33
01Oct13,102.04
02Oct13,104.1
03Oct13,103.31
04Oct13,103.84
07Oct13,103.03
08Oct13,103.49
09Oct13,101.61
10Oct13,103.01
11Oct13,102.02
14Oct13,102.41
15Oct13,101.21
16Oct13,102.29
17Oct13,100.67
18Oct13,100.81
21Oct13,99.22
22Oct13,97.8
23Oct13,96.36
24Oct13,96.71
25Oct13,97.55
28Oct13,98.68
29Oct13,98.2
30Oct13,96.77
31Oct13,96.38
01Nov13,94.61
04Nov13,94.62
05Nov13,93.37
06Nov13,94.8
07Nov13,94.2
08Nov13,94.6
11Nov13,95.14
12Nov13,93.04
13Nov13,93.88
14Nov13,93.76
15Nov13,93.84
18Nov13,93.03
19Nov13,93.34
20Nov13,93.33
21Nov13,95.09
22Nov13,94.49
25Nov13,93.92
26Nov13,93.68
27Nov13,92.3
28Nov13,92.3
29Nov13,92.72
02Dic13,93.82
03Dic13,96.04
04Dic13,97.2
05Dic13,97.38
06Dic13,97.65
09Dic13,97.34
10Dic13,98.51
11Dic13,97.44
12Dic13,97.5
13Dic13,96.6
16Dic13,97.48
17Dic13,97.22
18Dic13,97.8
19Dic13,98.77
20Dic13,98.92
23Dic13,98.66
24Dic13,98.97
25Dic13,n.d.
26Dic13,n.d.
27Dic13,100.32
30Dic13,99.8
31Dic13,98.42
01Ene14,n.d.
02Ene14,95.44
03Ene14,93.96
06Ene14,93.43
07Ene14,93.67
08Ene14,92.33
09Ene14,91.66
10Ene14,92.72
13Ene14,91.8
14Ene14,92.59
15Ene14,94.17
16Ene14,93.96
17Ene14,94.37
20Ene14,n.d.
21Ene14,94.99
22Ene14,96.78
23Ene14,97.37
24Ene14,96.68
27Ene14,95.72
28Ene14,97.41
29Ene14,97.36
30Ene14,98.23
31Ene14,97.49
03Feb14,96.43
04Feb14,97.19
05Feb14,97.38
06Feb14,97.84
07Feb14,99.88
10Feb14,100.06
11Feb14,99.94
12Feb14,100.37
13Feb14,100.35
14Feb14,100.3
17Feb14,n.d.
18Feb14,102.43
19Feb14,103.31
20Feb14,102.92
21Feb14,102.5
24Feb14,103.17
25Feb14,102.13
26Feb14,102.59
27Feb14,102.4
28Feb14,102.59
03Mar14,104.92
04Mar14,103.33
05Mar14,101.45
06Mar14,101.56
07Mar14,102.58
10Mar14,101.12
11Mar14,100.03
12Mar14,97.99
13Mar14,98.2
14Mar14,98.89
17Mar14,98.08
18Mar14,99.7
19Mar14,100.37
20Mar14,99.43
21Mar14,99.96
24Mar14,100.1
25Mar14,99.54
26Mar14,100.26
27Mar14,101.28
28Mar14,101.67
31Mar14,101.58
01Abr14,99.74
02Abr14,99.62
03Abr14,100.29
04Abr14,101.14
07Abr14,100.44
08Abr14,102.56
09Abr14,103.6
10Abr14,103.4
11Abr14,103.74
14Abr14,104.05
15Abr14,103.75
16Abr14,103.44
17Abr14,104.3
18Abr14,n.d.
21Abr14,n.d.
22Abr14,102.13
23Abr14,101.74
24Abr14,102.24
25Abr14,100.9
28Abr14,100.84
29Abr14,101.28
30Abr14,99.74
01May14,99.42
02May14,99.76
05May14,n.d.
06May14,99.5
07May14,100.77
08May14,100.26
09May14,99.99
12May14,100.59
13May14,101.7
14May14,102.37
15May14,101.5
16May14,102.02
19May14,102.61
20May14,102.44
21May14,104.52
22May14,104.12
23May14,104.95
26May14,n.d.
27May14,104.11
28May14,102.72
29May14,103.58
30May14,102.71
02Jun14,102.47
03Jun14,102.66
04Jun14,102.64
05Jun14,102.48
06Jun14,102.66
09Jun14,104.41
10Jun14,104.35
11Jun14,104.4
12Jun14,106.53
13Jun14,106.91
16Jun14,106.9
17Jun14,106.36
18Jun14,105.97
19Jun14,106.43
20Jun14,107.26
23Jun14,106.82
24Jun14,106.63
25Jun14,107.25
26Jun14,105.84
27Jun14,105.74
30Jun14,105.37
01Jul14,105.34
02Jul14,104.48
03Jul14,104.06
04Jul14,104.06
07Jul14,103.53
08Jul14,103.4
09Jul14,102.29
10Jul14,102.93
11Jul14,100.83
14Jul14,100.91
15Jul14,99.96
16Jul14,101.2
17Jul14,103.19
18Jul14,103.13
21Jul14,104.59
22Jul14,104.42
23Jul14,107.62
24Jul14,105.32
25Jul14,106.34
28Jul14,101.67
29Jul14,100.97
30Jul14,100.27
31Jul14,98.17
01Ago14,97.88
04Ago14,98.29
05Ago14,97.38
06Ago14,96.92
07Ago14,97.34
08Ago14,97.56
11Ago14,98.08
12Ago14,97.37
13Ago14,97.59
14Ago14,95.58
15Ago14,97.35
18Ago14,96.41
19Ago14,94.48
20Ago14,96.07
21Ago14,96.31
22Ago14,96.05
25Ago14,95.1
26Ago14,93.86
27Ago14,93.88
28Ago14,94.55
29Ago14,95.96
01Set14,95.96
02Set14,92.88
03Set14,95.54
04Set14,94.45
05Set14,93.29
08Set14,92.66
09Set14,92.75
10Set14,91.67
11Set14,92.83
12Set14,92.27
15Set14,92.92
16Set14,94.88
17Set14,94.42
18Set14,93.07
19Set14,92.41
22Set14,91.52
23Set14,92.56
24Set14,94
25Set14,94.33
26Set14,93.54
29Set14,94.57
30Set14,91.16
01Oct14,90.73
02Oct14,91.01
03Oct14,89.74
06Oct14,90.34
07Oct14,88.85
08Oct14,87.31
09Oct14,85.77
10Oct14,85.82
13Oct14,85.74
14Oct14,81.84
15Oct14,81.78
16Oct14,82.7
17Oct14,82.75
20Oct14,82.71
21Oct14,82.81
22Oct14,81.42
23Oct14,82.34
24Oct14,81.26
27Oct14,81
28Oct14,81.42
29Oct14,82.2
30Oct14,81.12
31Oct14,80.54
03Nov14,78.78
04Nov14,77.19
05Nov14,78.68
06Nov14,77.91
07Nov14,78.65
10Nov14,77.4
11Nov14,77.94
12Nov14,77.18
13Nov14,74.21
14Nov14,75.82
17Nov14,75.64
18Nov14,74.61
19Nov14,74.58
20Nov14,75.58
21Nov14,76.41
24Nov14,75.78
25Nov14,74.14
26Nov14,73.69
27Nov14,73.69
28Nov14,66.15
01Dic14,69
02Dic14,66.88
03Dic14,67.38
04Dic14,66.81
05Dic14,65.84
08Dic14,63.05
09Dic14,63.82
10Dic14,60.94
11Dic14,59.95
12Dic14,57.81
15Dic14,55.91
16Dic14,55.93
17Dic14,56.47
18Dic14,54.11
19Dic14,56.52
22Dic14,54.96
23Dic14,56.9
24Dic14,55.64
25Dic14,55.64
26Dic14,54.73
29Dic14,53.61
30Dic14,54.12
31Dic14,52.79
01Ene15,n.d.
02Ene15,52.69
05Ene15,50.04
06Ene15,47.93
07Ene15,48.65
08Ene15,48.79
09Ene15,48.36
12Ene15,46.07
13Ene15,45.89
14Ene15,48.48
15Ene15,46.25
16Ene15,48.69
19Ene15,48.69
20Ene15,46.39
21Ene15,47.28
22Ene15,45.99
23Ene15,45.22
26Ene15,45.15
27Ene15,46.23
28Ene15,44.45
29Ene15,44.53
30Ene15,48.24
02Feb15,49.57
03Feb15,53.05
04Feb15,48.45
05Feb15,50.48
06Feb15,51.69
09Feb15,52.86
10Feb15,50.02
11Feb15,48.84
12Feb15,51.21
13Feb15,52.78
16Feb15,52.78
17Feb15,53.53
18Feb15,52.14
19Feb15,51.16
20Feb15,50.34
23Feb15,48.55
24Feb15,48.58
25Feb15,50.39
26Feb15,48.17
27Feb15,49.76
02Mar15,49.59
03Mar15,50.52
04Mar15,51.53
05Mar15,50.76
06Mar15,49.61
09Mar15,50
10Mar15,48.29
11Mar15,48.17
12Mar15,47.05
13Mar15,44.84
16Mar15,43.88
17Mar15,43.46
18Mar15,44.66
19Mar15,43.96
20Mar15,45.72
23Mar15,46.85
24Mar15,47.11
25Mar15,48.66
26Mar15,51.43
27Mar15,48.87
30Mar15,48.68
31Mar15,47.6
01Abr15,47.68
02Abr15,49.14
03Abr15,49.14
06Abr15,52.14
07Abr15,53.98
08Abr15,50.42
09Abr15,50.79
10Abr15,51.64
13Abr15,51.91
14Abr15,53.29
15Abr15,56.39
16Abr15,56.71
17Abr15,55.74
20Abr15,56.38
21Abr15,55.26
22Abr15,55.06
23Abr15,56.59
24Abr15,55.55
27Abr15,56.99
28Abr15,57.06
29Abr15,58.58
30Abr15,59.63
01May15,59.15
04May15,58.93
05May15,60.94
06May15,60.93
07May15,58.94
08May15,59.39
11May15,59.25
12May15,60.75
13May15,60.5
14May15,59.88
15May15,59.69
18May15,59.43
19May15,57.26
20May15,58.48
21May15,59.97
22May15,59.02
25May15,59.02
26May15,58.03
27May15,57.51
28May15,57.68
29May15,60.3
01Jun15,60.2
02Jun15,61.26
03Jun15,59.64
04Jun15,58
05Jun15,59.13
08Jun15,58.14
09Jun15,60.14
10Jun15,61.43
11Jun15,60.77
12Jun15,59.96
15Jun15,59.52
16Jun15,59.97
17Jun15,59.92
18Jun15,60.45
19Jun15,59.61
22Jun15,59.68
23Jun15,60.78
24Jun15,60.12
25Jun15,59.55
26Jun15,59.63
29Jun15,58.33
30Jun15,59.47
01Jul15,56.96
02Jul15,56.93
03Jul15,56.93
06Jul15,52.53
07Jul15,52.33
08Jul15,51.65
09Jul15,52.78
10Jul15,52.74
13Jul15,52.2
14Jul15,53.04
15Jul15,51.41
16Jul15,50.91
17Jul15,50.89
20Jul15,50.15
21Jul15,50.36
22Jul15,48.87
23Jul15,48.25
24Jul15,47.99
27Jul15,47.39
28Jul15,47.98
29Jul15,48.79
30Jul15,48.52
31Jul15,47.12
03Ago15,45.17
04Ago15,45.74
05Ago15,45.15
06Ago15,44.66
07Ago15,43.87
10Ago15,44.96
11Ago15,43.08
12Ago15,43.3
13Ago15,42.23
14Ago15,42.5
17Ago15,41.87
18Ago15,42.62
19Ago15,40.8
20Ago15,41.14
21Ago15,40.24
24Ago15,38.09
25Ago15,39.13
26Ago15,38.6
27Ago15,42.56
28Ago15,45.22
31Ago15,49.2
01Set15,45.41
02Set15,46.25
03Set15,46.75
04Set15,46.05
07Set15,46.05
08Set15,45.94
09Set15,44.15
10Set15,45.92
11Set15,44.63
14Set15,44
15Set15,44.59
16Set15,47.15
17Set15,46.9
18Set15,44.68
21Set15,46.68
22Set15,45.83
23Set15,44.37
24Set15,44.79
25Set15,45.7
28Set15,44.43
29Set15,45.23
30Set15,45.09
01Oct15,44.74
02Oct15,45.54
05Oct15,46.26
06Oct15,48.53
07Oct15,48.26
08Oct15,49.43
09Oct15,49.63
12Oct15,47.1
13Oct15,46.66
14Oct15,46.64
15Oct15,46.38
16Oct15,47.26
19Oct15,45.89
20Oct15,45.55
21Oct15,44.65
22Oct15,44.83
23Oct15,43.65
26Oct15,43.98
27Oct15,43.2
28Oct15,45.94
29Oct15,46.06
30Oct15,46.59
02Nov15,46.14
03Nov15,47.9
04Nov15,46.32
05Nov15,45.2
06Nov15,44.29
09Nov15,43.87
10Nov15,44.21
11Nov15,42.93
12Nov15,41.75
13Nov15,40.74
16Nov15,41.74
17Nov15,40.67
18Nov15,40.75
19Nov15,40.54
20Nov15,40.39
23Nov15,40.05
24Nov15,41.27
25Nov15,41.79
26Nov15,41.79
27Nov15,41.71
30Nov15,41.65
01Dic15,41.85
02Dic15,39.94
03Dic15,41.08
04Dic15,39.97
07Dic15,37.65
08Dic15,37.51
09Dic15,37.16
10Dic15,36.76
11Dic15,35.62
14Dic15,36.31
15Dic15,37.35
16Dic15,35.52
17Dic15,34.95
18Dic15,34.73
21Dic15,34.74
22Dic15,35.19
23Dic15,36.9
24Dic15,37.5
25Dic15,37.5
28Dic15,36.81
29Dic15,37.87
30Dic15,36.6
31Dic15,37.04
01Ene16,n.d.
04Ene16,36.76
05Ene16,35.97
06Ene16,33.97
07Ene16,33.27
08Ene16,33.16
11Ene16,31.41
12Ene16,30.44
13Ene16,30.48
14Ene16,31.2
15Ene16,29.42
18Ene16,29.42
19Ene16,28.46
20Ene16,26.55
21Ene16,28.28
22Ene16,30.99
25Ene16,28.39
26Ene16,31.45
27Ene16,32.3
28Ene16,33.22
29Ene16,33.62
01Feb16,31.62
02Feb16,29.88
03Feb16,32.28
04Feb16,31.72
05Feb16,30.89
08Feb16,29.69
09Feb16,27.94
10Feb16,27.45
11Feb16,26.21
12Feb16,29.44
15Feb16,29.44
16Feb16,29.04
17Feb16,30.66
18Feb16,30.77
19Feb16,29.64
22Feb16,31.48
23Feb16,30.07
24Feb16,30.4
25Feb16,32.17
26Feb16,32.78
29Feb16,33.75
01Mar16,34.4
02Mar16,34.66
03Mar16,34.57
04Mar16,35.92
07Mar16,37.9
08Mar16,36.5
09Mar16,38.29
10Mar16,37.84
11Mar16,38.5
14Mar16,37.18
15Mar16,36.34
16Mar16,38.46
17Mar16,40.2
18Mar16,39.44
21Mar16,39.91
22Mar16,39.95
23Mar16,38.49
24Mar16,37.96
25Mar16,37.96
28Mar16,39.39
29Mar16,38.28
30Mar16,38.32
31Mar16,38.34
01Abr16,36.79
04Abr16,35.7
05Abr16,35.89
06Abr16,37.75
07Abr16,37.26
08Abr16,39.72
11Abr16,40.36
12Abr16,42.17
13Abr16,41.76
14Abr16,41.5
15Abr16,40.36
18Abr16,39.78
19Abr16,41.08
20Abr16,42.63
21Abr16,42.23
22Abr16,42.68
25Abr16,41.24
26Abr16,44.04
27Abr16,45.33
28Abr16,46.03
29Abr16,45.92
02May16,44.78
03May16,43.65
04May16,43.78
05May16,44.32
06May16,44.66
09May16,43.44
10May16,44.66
11May16,46.23
12May16,46.7
13May16,46.21
16May16,47.72
17May16,48.31
18May16,48.19
19May16,48.16
20May16,47.75
23May16,47.48
24May16,48.17
25May16,49.16
26May16,49.48
27May16,49.33
30May16,49.33
31May16,49.1
01Jun16,49.01
02Jun16,49.17
03Jun16,48.62
06Jun16,49.69
07Jun16,50.36
08Jun16,51.23
09Jun16,50.56
10Jun16,49.07
13Jun16,48.88
14Jun16,48.49
15Jun16,48.01
16Jun16,46.21
17Jun16,47.98
20Jun16,49.37
21Jun16,48.85
22Jun16,48.43
23Jun16,49.21
24Jun16,46.94
27Jun16,46.33
28Jun16,47.85
29Jun16,49.88
30Jun16,48.33
01Jul16,48.99
04Jul16,48.99
05Jul16,46.6
06Jul16,47.43
07Jul16,45.14
08Jul16,45.41
11Jul16,44.76
12Jul16,46.8
13Jul16,44.75
14Jul16,45.68
15Jul16,45.95
18Jul16,45.24
19Jul16,44.65
20Jul16,44.94
21Jul16,43.95
22Jul16,43.49
25Jul16,42.38
26Jul16,42.92
27Jul16,41.92
28Jul16,41.14
29Jul16,41.6
01Ago16,40.06
02Ago16,39.51
03Ago16,40.83
04Ago16,41.93
05Ago16,41.8
08Ago16,43.02
09Ago16,42.77
10Ago16,41.71
11Ago16,43.49
12Ago16,44.49
15Ago16,45.74
16Ago16,46.58
17Ago16,46.79
18Ago16,48.22
19Ago16,48.52
22Ago16,47.05
23Ago16,47.65
24Ago16,46.47
25Ago16,46.93
26Ago16,47.64
29Ago16,46.98
30Ago16,46.35
31Ago16,44.7
01Set16,43.16
02Set16,44.44
05Set16,44.44
06Set16,44.83
07Set16,45.5
08Set16,47.62
09Set16,45.88
12Set16,46.29
13Set16,44.9
14Set16,43.58
15Set16,43.91
16Set16,43.03
19Set16,43.3
20Set16,43.44
21Set16,45.14
22Set16,46.17
23Set16,44.33
26Set16,45.93
27Set16,44.67
28Set16,47.05
29Set16,47.83
30Set16,48.24
03Oct16,48.81
04Oct16,48.69
05Oct16,49.83
06Oct16,50.44
07Oct16,49.81
10Oct16,51.35
11Oct16,50.79
12Oct16,50.18
13Oct16,50.44
14Oct16,50.35
17Oct16,49.94
18Oct16,50.29
19Oct16,51.6
20Oct16,50.43
21Oct16,50.55
24Oct16,50.12
25Oct16,49.51
26Oct16,49.18
27Oct16,49.72
28Oct16,48.7
31Oct16,46.86
01Nov16,46.67
02Nov16,45.34
03Nov16,44.66
04Nov16,44.07
07Nov16,44.89
08Nov16,44.98
09Nov16,45.27
10Nov16,44.66
11Nov16,43.41
14Nov16,43.32
15Nov16,45.81
16Nov16,45.57
17Nov16,45.42
18Nov16,45.69
21Nov16,47.49
22Nov16,46.63
23Nov16,46.66
24Nov16,46.66
25Nov16,44.76
28Nov16,47.08
29Nov16,45.23
30Nov16,49.44
01Dic16,51.06
02Dic16,51.68
05Dic16,51.79
06Dic16,50.93
07Dic16,49.77
08Dic16,50.84
09Dic16,51.5
12Dic16,52.83
13Dic16,52.98
14Dic16,51.04
15Dic16,50.9
16Dic16,51.9
19Dic16,52.12
20Dic16,52.23
21Dic16,51.29
22Dic16,51.95
23Dic16,52.02
26Dic16,52.02
27Dic16,53.9
28Dic16,54.06
29Dic16,53.77
30Dic16,53.72
02Ene17,53.75
03Ene17,52.36
04Ene17,53.26
05Ene17,53.77
06Ene17,53.98
09Ene17,51.95
10Ene17,50.82
11Ene17,52.19
12Ene17,53.01
13Ene17,52.36
16Ene17,52.36
17Ene17,52.45
18Ene17,51.12
19Ene17,51.39
20Ene17,52.33
23Ene17,52.77
24Ene17,52.38
25Ene17,52.14
26Ene17,53.24
27Ene17,53.18
30Ene17,52.63
31Ene17,52.75
01Feb17,53.9
02Feb17,53.55
03Feb17,53.81
06Feb17,53.01
07Feb17,52.19
08Feb17,52.37
09Feb17,52.99
10Feb17,53.84
13Feb17,52.96
14Feb17,53.21
15Feb17,53.11
16Feb17,53.41
17Feb17,53.41
20Feb17,53.41
21Feb17,54.02
22Feb17,53.61
23Feb17,54.48
24Feb17,53.99
27Feb17,54.04
28Feb17,54
01Mar17,53.82
02Mar17,52.63
03Mar17,53.33
06Mar17,53.19
07Mar17,52.68
08Mar17,49.83
09Mar17,48.75
10Mar17,48.05
13Mar17,47.95
14Mar17,47.24
15Mar17,48.34
16Mar17,48.3
17Mar17,48.34
20Mar17,47.79
21Mar17,47.02
22Mar17,47.29
23Mar17,47
24Mar17,47.3
27Mar17,47.02
28Mar17,48.36
29Mar17,49.47
30Mar17,50.3
31Mar17,50.54
03Abr17,50.25
04Abr17,50.99
05Abr17,51.14
06Abr17,51.69
07Abr17,52.25
10Abr17,53.06
11Abr17,53.38
12Abr17,53.12
13Abr17,53.19
14Abr17,53.19
17Abr17,52.62
18Abr17,52.46
19Abr17,50.49
20Abr17,50.26
21Abr17,49.64
24Abr17,48.9
25Abr17,49.22
26Abr17,49.59
27Abr17,48.96
28Abr17,49.31
01May17,48.83
02May17,47.65
03May17,47.79
04May17,45.55
05May17,46.23
08May17,46.46
09May17,45.84
10May17,47.28
11May17,47.81
12May17,47.83
15May17,48.86
16May17,48.64
17May17,49.04
18May17,49.36
19May17,50.32
22May17,50.81
23May17,51.12
24May17,50.99
25May17,48.57
26May17,49.58
29May17,49.58
30May17,49.63
31May17,48.29
01Jun17,48.32
02Jun17,47.68
05Jun17,47.4
06Jun17,48.13
07Jun17,45.8
08Jun17,45.68
09Jun17,45.82
12Jun17,46.1
13Jun17,46.41
14Jun17,44.79
15Jun17,44.47
16Jun17,44.73
19Jun17,44.24
20Jun17,43.34
21Jun17,42.48
22Jun17,42.53
23Jun17,42.86
26Jun17,43.24
27Jun17,44.25
28Jun17,44.74
29Jun17,44.88
30Jun17,46.02
03Jul17,46.02
04Jul17,46.02
05Jul17,45.11
06Jul17,45.52
07Jul17,44.25
10Jul17,44.4
11Jul17,45.06
12Jul17,45.48
13Jul17,46.06
14Jul17,46.53
17Jul17,46.02
18Jul17,46.4
19Jul17,47.1
20Jul17,46.73
21Jul17,45.78
24Jul17,46.21
25Jul17,47.77
26Jul17,48.58
27Jul17,49.05
28Jul17,49.72
31Jul17,50.21
01Ago17,49.19
02Ago17,49.6
03Ago17,49.03
04Ago17,49.57
07Ago17,49.37
08Ago17,49.07
