"","PD04705XD"
09Ago17,49.59
10Ago17,48.54
11Ago17,48.81
14Ago17,47.59
15Ago17,47.57
16Ago17,46.8
17Ago17,47.07
18Ago17,48.59
21Ago17,47.39
22Ago17,47.65
23Ago17,48.45
24Ago17,47.24
25Ago17,47.65
28Ago17,46.4
29Ago17,46.46
30Ago17,45.96
31Ago17,47.26
01Set17,47.32
04Set17,47.32
05Set17,48.63
06Set17,49.13
07Set17,49.1
08Set17,47.44
11Set17,48.06
12Set17,48.21
13Set17,49.3
14Set17,49.86
15Set17,49.9
18Set17,49.88
19Set17,49.54
20Set17,50.29
21Set17,50.58
22Set17,50.33
25Set17,51.85
26Set17,51.59
27Set17,52.14
28Set17,51.62
29Set17,51.67
02Oct17,50.59
03Oct17,50.44
04Oct17,50
05Oct17,50.79
06Oct17,49.34
09Oct17,49.58
10Oct17,50.93
11Oct17,51.3
12Oct17,50.61
13Oct17,51.43
16Oct17,51.86
17Oct17,51.87
18Oct17,52.05
19Oct17,51.29
20Oct17,51.63
23Oct17,51.91
24Oct17,52.32
25Oct17,51.97
26Oct17,52.41
27Oct17,53.92
30Oct17,54.11
31Oct17,54.36
01Nov17,54.32
02Nov17,54.55
03Nov17,55.63
06Nov17,57.34
07Nov17,57.19
08Nov17,56.82
09Nov17,57.16
10Nov17,56.75
13Nov17,56.77
14Nov17,55.67
15Nov17,55.28
16Nov17,55.14
17Nov17,56.57
20Nov17,56.21
21Nov17,56.84
22Nov17,57.88
23Nov17,57.88
24Nov17,57.88
27Nov17,58.1
28Nov17,57.96
29Nov17,57.25
30Nov17,57.4
01Dic17,58.35
04Dic17,57.48
05Dic17,57.66
06Dic17,55.79
07Dic17,56.5
08Dic17,57.15
11Dic17,57.84
12Dic17,57.12
13Dic17,56.59
14Dic17,57
15Dic17,57.29
18Dic17,57.17
19Dic17,57.49
20Dic17,58.09
21Dic17,58.34
22Dic17,58.25
25Dic17,58.25
26Dic17,59.55
27Dic17,59.67
28Dic17,59.84
29Dic17,60.46
01Ene18,60.46
02Ene18,60.37
03Ene18,61.61
04Ene18,61.98
05Ene18,61.49
08Ene18,61.73
09Ene18,62.92
10Ene18,63.6
11Ene18,63.81
12Ene18,64.22
15Ene18,64.22
16Ene18,63.82
17Ene18,63.92
18Ene18,63.96
19Ene18,63.38
22Ene18,63.66
23Ene18,64.45
24Ene18,65.69
25Ene18,65.62
26Ene18,66.27
29Ene18,65.71
30Ene18,64.64
31Ene18,64.82
01Feb18,65.92
02Feb18,65.5
05Feb18,64.18
06Feb18,63.48
07Feb18,61.91
08Feb18,61.3
09Feb18,59.2
12Feb18,59.41
13Feb18,59.33
14Feb18,60.7
15Feb18,61.48
16Feb18,61.89
19Feb18,61.89
20Feb18,61.91
21Feb18,61.73
22Feb18,62.72
23Feb18,63.52
26Feb18,63.81
27Feb18,62.94
28Feb18,61.43
01Mar18,60.98
02Mar18,61.19
05Mar18,62.49
06Mar18,62.54
07Mar18,61.09
08Mar18,60.13
09Mar18,62.02
12Mar18,61.35
13Mar18,60.69
14Mar18,60.89
15Mar18,61.16
16Mar18,62.29
19Mar18,62.01
20Mar18,63.37
21Mar18,65.1
22Mar18,64.25
23Mar18,65.8
26Mar18,65.49
27Mar18,65.21
28Mar18,64.3
29Mar18,64.87
30Mar18,64.87
02Abr18,63.05
03Abr18,63.41
04Abr18,63.35
05Abr18,63.53
06Abr18,62.03
09Abr18,63.4
10Abr18,65.48
11Abr18,66.81
12Abr18,67.07
13Abr18,67.35
16Abr18,66.23
17Abr18,66.5
18Abr18,68.44
19Abr18,68.3
20Abr18,68.26
23Abr18,67.61
24Abr18,67.66
25Abr18,68
26Abr18,68.18
27Abr18,68.11
30Abr18,68.56
01May18,67.28
02May18,67.91
03May18,68.45
04May18,69.71
07May18,70.74
08May18,68.83
09May18,71.16
10May18,71.36
11May18,70.69
14May18,71.01
15May18,71.34
16May18,71.43
17May18,71.47
18May18,71.23
21May18,72.26
22May18,72.09
23May18,71.85
24May18,70.77
25May18,67.92
28May18,67.92
29May18,66.8
30May18,68.24
31May18,66.98
01Jun18,65.81
04Jun18,64.76
05Jun18,65.51
06Jun18,64.75
07Jun18,65.96
08Jun18,65.77
11Jun18,66.1
12Jun18,66.38
13Jun18,66.63
14Jun18,66.91
15Jun18,65.01
18Jun18,65.91
19Jun18,65.09
20Jun18,65.92
21Jun18,65.68
22Jun18,69.02
25Jun18,69.91
26Jun18,75.23
27Jun18,77.41
28Jun18,73.45
29Jun18,74.13
02Jul18,73.89
03Jul18,74.19
04Jul18,74.19
05Jul18,73.05
06Jul18,73.78
09Jul18,73.93
10Jul18,74.11
11Jul18,70.47
12Jul18,70.28
13Jul18,71.03
16Jul18,68.22
17Jul18,68.03
18Jul18,68.78
19Jul18,69.42
20Jul18,70.31
23Jul18,67.9
24Jul18,70.77
25Jul18,71.13
26Jul18,71.59
27Jul18,68.66
30Jul18,71.19
31Jul18,69.88
01Ago18,68.8
02Ago18,68.95
03Ago18,68.49
06Ago18,69.01
07Ago18,69.17
08Ago18,66.92
09Ago18,66.81
10Ago18,67.61
13Ago18,67.25
14Ago18,67.04
15Ago18,65.07
16Ago18,65.44
17Ago18,65.93
20Ago18,66.5
21Ago18,67.32
22Ago18,67.85
23Ago18,69.13
24Ago18,69.71
27Ago18,69.97
28Ago18,68.54
29Ago18,69.68
30Ago18,70.25
31Ago18,69.84
03Set18,69.84
04Set18,69.82
05Set18,68.69
06Set18,67.81
07Set18,67.73
10Set18,67.55
11Set18,69.29
12Set18,70.37
13Set18,68.6
14Set18,68.98
17Set18,68.86
18Set18,69.87
19Set18,71.08
20Set18,70.77
21Set18,70.8
24Set18,73.23
25Set18,73.4
26Set18,72.22
27Set18,72.18
28Set18,73.16
01Oct18,75.37
02Oct18,75.16
03Oct18,76.4
04Oct18,74.44
05Oct18,74.26
08Oct18,74.27
09Oct18,74.95
10Oct18,73.18
11Oct18,70.97
12Oct18,71.41
15Oct18,71.84
16Oct18,71.93
17Oct18,69.63
18Oct18,68.63
19Oct18,69.16
22Oct18,69.25
23Oct18,66.49
24Oct18,66.56
25Oct18,67.25
26Oct18,67.58
29Oct18,67
30Oct18,66.18
31Oct18,65.31
01Nov18,63.67
02Nov18,63.12
05Nov18,63.12
06Nov18,62.16
07Nov18,61.69
08Nov18,60.71
09Nov18,60.19
12Nov18,59.85
13Nov18,55.63
14Nov18,56.16
15Nov18,56.45
16Nov18,56.49
19Nov18,57.16
20Nov18,53.39
21Nov18,54.41
22Nov18,54.41
23Nov18,54.41
26Nov18,51.46
27Nov18,51.31
28Nov18,50.06
29Nov18,51.46
30Nov18,50.78
03Dic18,52.98
04Dic18,53.21
05Dic18,52.64
06Dic18,51.54
07Dic18,52.76
10Dic18,51.07
11Dic18,51.65
12Dic18,51.04
13Dic18,52.69
14Dic18,51.26
17Dic18,49.8
18Dic18,46.12
19Dic18,47.96
20Dic18,45.64
21Dic18,45.38
24Dic18,45.38
25Dic18,45.38
26Dic18,46.04
27Dic18,44.48
28Dic18,45.15
31Dic18,45.15
01Ene19,45.15
02Ene19,46.31
03Ene19,46.92
04Ene19,47.76
07Ene19,48.27
08Ene19,49.58
09Ene19,52.19
10Ene19,52.42
11Ene19,51.44
14Ene19,50.31
15Ene19,51.8
16Ene19,52.08
17Ene19,51.83
18Ene19,53.6
21Ene19,53.6
22Ene19,52.59
23Ene19,52.44
24Ene19,52.94
25Ene19,53.53
28Ene19,51.79
29Ene19,53.07
30Ene19,54.18
31Ene19,53.84
01Feb19,55.29
04Feb19,54.57
05Feb19,53.69
06Feb19,53.94
07Feb19,52.68
08Feb19,52.75
11Feb19,52.43
12Feb19,53.14
13Feb19,53.84
14Feb19,54.4
15Feb19,55.58
18Feb19,55.58
19Feb19,56.12
20Feb19,56.9
21Feb19,56.95
22Feb19,57.01
25Feb19,55.32
26Feb19,55.4
27Feb19,56.92
28Feb19,57.21
01Mar19,55.76
04Mar19,56.6
05Mar19,56.55
06Mar19,56.22
07Mar19,56.6
08Mar19,55.77
11Mar19,56.79
12Mar19,56.89
13Mar19,58.27
14Mar19,58.59
15Mar19,58.51
18Mar19,59.09
19Mar19,59.12
20Mar19,60.12
21Mar19,59.98
22Mar19,58.87
25Mar19,58.71
26Mar19,59.87
27Mar19,59.39
28Mar19,59.29
29Mar19,60.19
01Abr19,61.59
02Abr19,62.53
03Abr19,62.46
04Abr19,62.12
05Abr19,63.1
08Abr19,64.37
09Abr19,64.05
10Abr19,64.62
11Abr19,63.61
12Abr19,63.86
15Abr19,63.43
16Abr19,64.01
17Abr19,63.74
18Abr19,64.02
19Abr19,64.02
22Abr19,65.66
23Abr19,66.24
24Abr19,65.96
25Abr19,65.23
26Abr19,63.29
29Abr19,63.39
30Abr19,63.83
01May19,63.55
02May19,61.75
03May19,61.98
06May19,62.3
07May19,61.41
08May19,62.13
09May19,61.58
10May19,61.65
13May19,60.97
14May19,61.82
15May19,62.03
16May19,62.93
17May19,62.77
20May19,63.12
21May19,63.02
22May19,61.42
23May19,57.65
24May19,58.4
27May19,58.4
28May19,58.91
29May19,58.84
30May19,56.47
31May19,53.49
03Jun19,53.25
04Jun19,53.5
05Jun19,51.57
06Jun19,52.59
07Jun19,53.95
10Jun19,53.33
11Jun19,53.3
12Jun19,51.13
13Jun19,52.38
14Jun19,52.47
17Jun19,51.94
18Jun19,53.86
19Jun19,53.74
20Jun19,56.88
21Jun19,57.35
24Jun19,57.73
25Jun19,57.63
26Jun19,59.17
27Jun19,59.18
28Jun19,58.2
01Jul19,58.91
02Jul19,56
03Jul19,57.06
04Jul19,57.06
05Jul19,57.06
08Jul19,57.35
09Jul19,57.57
10Jul19,60.28
11Jul19,59.93
12Jul19,59.99
15Jul19,59.3
16Jul19,57.44
17Jul19,56.5
18Jul19,55.08
19Jul19,55.42
22Jul19,55.87
23Jul19,56.58
24Jul19,55.9
25Jul19,55.88
26Jul19,56.04
29Jul19,56.85
30Jul19,58.04
31Jul19,58.53
01Ago19,53.64
02Ago19,55.67
05Ago19,54.63
06Ago19,53.6
07Ago19,51.14
08Ago19,52.6
09Ago19,54.41
12Ago19,54.98
13Ago19,57.05
14Ago19,55.16
15Ago19,54.51
16Ago19,54.83
19Ago19,56.24
20Ago19,56.18
21Ago19,55.65
22Ago19,55.33
23Ago19,54.08
26Ago19,53.54
27Ago19,54.99
28Ago19,55.76
29Ago19,56.67
30Ago19,55.07
02Set19,55.07
03Set19,53.91
04Set19,56.22
05Set19,56.33
06Set19,56.45
09Set19,57.88
10Set19,57.37
11Set19,55.66
12Set19,55.13
13Set19,54.76
16Set19,63.1
17Set19,59.26
18Set19,58.19
19Set19,58.19
20Set19,57.92
23Set19,58.69
24Set19,57.22
25Set19,56.38
26Set19,56.24
27Set19,55.95
30Set19,54.09
01Oct19,53.6
02Oct19,52.67
03Oct19,52.41
04Oct19,52.84
07Oct19,52.76
08Oct19,52.64
09Oct19,52.63
10Oct19,53.57
11Oct19,54.76
14Oct19,53.57
15Oct19,52.81
16Oct19,53.42
17Oct19,53.89
18Oct19,53.75
21Oct19,53.28
22Oct19,54.21
23Oct19,55.9
24Oct19,56.11
25Oct19,56.52
28Oct19,55.6
29Oct19,55.34
30Oct19,54.85
31Oct19,54.02
01Nov19,56.04
04Nov19,56.33
05Nov19,57.04
06Nov19,56.15
07Nov19,56.91
08Nov19,57.02
11Nov19,56.61
12Nov19,56.67
13Nov19,56.88
14Nov19,56.57
15Nov19,57.54
18Nov19,56.82
19Nov19,54.93
20Nov19,56.71
21Nov19,58.36
22Nov19,57.68
25Nov19,57.79
26Nov19,58.25
27Nov19,58.12
28Nov19,58.12
29Nov19,58.12
02Dic19,55.97
03Dic19,56.15
04Dic19,58.46
05Dic19,58.42
06Dic19,59.2
09Dic19,58.99
10Dic19,59.22
11Dic19,58.74
12Dic19,59.18
13Dic19,60.11
16Dic19,60.21
17Dic19,60.88
18Dic19,60.93
19Dic19,61.3
20Dic19,60.43
23Dic19,60.51
24Dic19,61.17
25Dic19,61.17
26Dic19,61.72
27Dic19,61.76
30Dic19,61.66
31Dic19,61.14
01Ene20,61.14
02Ene20,61.17
03Ene20,63
06Ene20,63.27
07Ene20,62.7
08Ene20,59.65
09Ene20,59.56
10Ene20,59.02
13Ene20,58.17
14Ene20,58.34
15Ene20,57.86
16Ene20,58.52
17Ene20,58.55
20Ene20,58.55
21Ene20,58.25
22Ene20,56.76
23Ene20,55.51
24Ene20,54.09
27Ene20,53.09
28Ene20,53.33
29Ene20,53.29
30Ene20,52.19
31Ene20,51.58
03Feb20,50.06
04Feb20,49.59
05Feb20,50.87
06Feb20,50.94
07Feb20,50.34
10Feb20,49.59
11Feb20,50
12Feb20,51.13
13Feb20,51.41
14Feb20,52.03
17Feb20,52.03
18Feb20,52.1
19Feb20,53.31
20Feb20,53.77
21Feb20,53.36
24Feb20,51.36
25Feb20,49.78
26Feb20,48.67
27Feb20,47.17
28Feb20,44.83
02Mar20,46.78
03Mar20,47.27
04Mar20,46.78
05Mar20,45.9
06Mar20,41.14
09Mar20,31.05
10Mar20,34.47
11Mar20,33.13
12Mar20,31.56
13Mar20,31.72
16Mar20,28.96
17Mar20,26.96
18Mar20,20.48
19Mar20,25.09
20Mar20,19.48
23Mar20,23.33
24Mar20,21.03
25Mar20,20.75
26Mar20,16.6
27Mar20,15.48
30Mar20,14.1
31Mar20,20.51
01Abr20,20.28
02Abr20,25.18
03Abr20,28.36
06Abr20,26.21
07Abr20,23.54
08Abr20,24.97
09Abr20,n.d.
10Abr20,22.9
13Abr20,22.36
14Abr20,20.15
15Abr20,19.96
16Abr20,19.82
17Abr20,18.31
20Abr20,-36.98
21Abr20,8.91
22Abr20,13.64
23Abr20,15.06
24Abr20,15.99
27Abr20,12.17
28Abr20,12.4
29Abr20,15.04
30Abr20,19.23
01May20,n.d.
04May20,20.47
05May20,24.56
06May20,23.88
07May20,23.68
08May20,24.73
11May20,24.02
12May20,25.76
13May20,25.37
14May20,27.4
15May20,29.44
18May20,31.83
19May20,32.3
20May20,33.56
21May20,34.3
22May20,33.49
25May20,33.49
26May20,34.7
27May20,32.8
28May20,33.67
29May20,35.57
01Jun20,35.49
02Jun20,36.88
03Jun20,37.33
04Jun20,37.42
05Jun20,39.49
08Jun20,38.17
09Jun20,38.98
10Jun20,39.54
11Jun20,36.43
12Jun20,36.24
15Jun20,37.07
16Jun20,38.26
17Jun20,37.91
18Jun20,38.79
19Jun20,39.72
22Jun20,40.6
23Jun20,40.4
24Jun20,37.91
25Jun20,38.66
26Jun20,38.53
29Jun20,39.67
30Jun20,39.27
01Jul20,39.88
02Jul20,40.57
03Jul20,40.57
06Jul20,40.51
07Jul20,40.59
08Jul20,40.91
09Jul20,39.64
10Jul20,40.56
13Jul20,40.06
14Jul20,40.3
15Jul20,41.2
16Jul20,40.74
17Jul20,40.55
20Jul20,40.83
21Jul20,41.76
22Jul20,41.88
23Jul20,40.99
24Jul20,41.23
27Jul20,41.46
28Jul20,40.89
29Jul20,41.13
30Jul20,39.85
31Jul20,40.1
03Ago20,40.83
04Ago20,41.67
05Ago20,42.25
06Ago20,41.93
07Ago20,41.16
10Ago20,41.94
11Ago20,41.53
12Ago20,42.6
13Ago20,42.26
14Ago20,42.05
17Ago20,42.89
18Ago20,42.89
19Ago20,42.91
20Ago20,42.62
21Ago20,42.32
24Ago20,42.44
25Ago20,43.17
26Ago20,43.21
27Ago20,42.88
28Ago20,42.96
31Ago20,42.61
01Set20,42.76
02Set20,42.76
03Set20,41.39
04Set20,39.69
07Set20,39.69
08Set20,36.87
09Set20,38.05
10Set20,37.25
11Set20,37.33
14Set20,37.23
15Set20,38.29
16Set20,40.17
17Set20,40.99
18Set20,41.09
21Set20,39.26
22Set20,39.55
23Set20,39.92
24Set20,40.11
25Set20,40.06
28Set20,40.47
29Set20,39.03
30Set20,40.05
01Oct20,38.51
02Oct20,36.9
05Oct20,39.12
06Oct20,40.52
07Oct20,39.82
08Oct20,41.04
09Oct20,40.44
12Oct20,39.22
13Oct20,40.03
14Oct20,40.86
15Oct20,40.84
16Oct20,40.7
19Oct20,40.69
20Oct20,41.37
21Oct20,39.88
22Oct20,40.46
23Oct20,39.73
26Oct20,38.39
27Oct20,39.34
28Oct20,37.27
29Oct20,35.94
30Oct20,35.64
02Nov20,36.6
03Nov20,37.44
04Nov20,38.97
05Nov20,38.56
06Nov20,36.97
09Nov20,40.05
10Nov20,41.18
11Nov20,41.23
12Nov20,40.9
13Nov20,39.93
16Nov20,41.14
17Nov20,41.24
18Nov20,41.64
19Nov20,41.57
20Nov20,41.99
23Nov20,42.91
24Nov20,44.71
25Nov20,45.58
26Nov20,45.58
27Nov20,45.58
30Nov20,45.2
01Dic20,44.54
02Dic20,45.23
03Dic20,45.65
04Dic20,46.23
07Dic20,45.72
08Dic20,45.64
09Dic20,45.48
10Dic20,46.76
11Dic20,46.59
14Dic20,47.02
15Dic20,47.58
16Dic20,47.86
17Dic20,48.34
18Dic20,49.04
21Dic20,47.79
22Dic20,47.02
23Dic20,47.94
24Dic20,48.18
25Dic20,48.18
28Dic20,47.5
29Dic20,47.85
30Dic20,48.24
31Dic20,48.35
01Ene21,48.35
04Ene21,47.47
05Ene21,49.78
06Ene21,50.45
07Ene21,50.63
08Ene21,52.14
11Ene21,52.15
12Ene21,53.08
13Ene21,52.81
14Ene21,53.47
15Ene21,52.25
18Ene21,52.25
19Ene21,52.87
20Ene21,53.16
21Ene21,53
22Ene21,52.28
25Ene21,52.78
26Ene21,52.61
27Ene21,52.81
28Ene21,52.26
29Ene21,52.16
01Feb21,53.55
02Feb21,54.77
03Feb21,55.67
04Feb21,56.19
05Feb21,56.8
08Feb21,57.95
09Feb21,58.34
10Feb21,58.69
11Feb21,58.22
12Feb21,59.5
15Feb21,59.5
16Feb21,60.07
17Feb21,61.09
18Feb21,60.4
19Feb21,59.12
22Feb21,61.67
23Feb21,61.66
24Feb21,63.21
25Feb21,63.43
26Feb21,61.55
01Mar21,60.54
02Mar21,59.7
03Mar21,61.33
04Mar21,63.81
05Mar21,66.08
08Mar21,65.03
09Mar21,64.02
10Mar21,64.45
11Mar21,66.02
12Mar21,65.59
15Mar21,65.36
16Mar21,64.82
17Mar21,64.55
18Mar21,59.95
19Mar21,61.43
22Mar21,61.48
23Mar21,57.75
24Mar21,61.12
25Mar21,58.47
26Mar21,60.93
29Mar21,61.49
30Mar21,60.55
31Mar21,59.19
01Abr21,61.41
02Abr21,61.41
05Abr21,58.73
06Abr21,59.34
07Abr21,59.77
08Abr21,59.61
09Abr21,59.29
12Abr21,59.7
13Abr21,60.2
14Abr21,63.15
15Abr21,63.42
16Abr21,63.16
19Abr21,63.33
20Abr21,62.61
21Abr21,61.34
22Abr21,61.45
23Abr21,62.18
26Abr21,62.02
27Abr21,63.03
28Abr21,63.81
29Abr21,65
30Abr21,63.5
03May21,64.46
04May21,65.72
05May21,65.63
06May21,64.73
07May21,64.96
10May21,64.92
11May21,65.31
12May21,65.96
13May21,63.82
14May21,65.32
17May21,66.24
18May21,65.49
19May21,63.28
20May21,61.95
21May21,63.61
24May21,66.13
25May21,66.27
26May21,66.41
27May21,66.87
28May21,66.31
31May21,66.31
01Jun21,67.8
02Jun21,68.79
03Jun21,68.81
04Jun21,69.57
07Jun21,69.21
08Jun21,70.11
09Jun21,69.9
10Jun21,70.34
11Jun21,71
14Jun21,70.94
15Jun21,72.06
16Jun21,72.03
17Jun21,71.06
18Jun21,71.64
21Jun21,73.64
22Jun21,73.15
23Jun21,73.11
24Jun21,73.31
25Jun21,74.21
28Jun21,72.98
29Jun21,73.14
30Jun21,73.52
01Jul21,75.33
02Jul21,75.37
05Jul21,75.37
06Jul21,73.62
07Jul21,72.22
08Jul21,72.98
09Jul21,74.56
12Jul21,74.21
13Jul21,75.24
14Jul21,73.06
15Jul21,71.67
16Jul21,71.76
19Jul21,66.45
20Jul21,67.32
21Jul21,70.26
22Jul21,72.13
23Jul21,72.24
26Jul21,72.15
27Jul21,71.68
28Jul21,72.37
29Jul21,73.62
30Jul21,73.85
02Ago21,71.32
03Ago21,70.64
04Ago21,68.19
05Ago21,69.1
06Ago21,68.26
09Ago21,66.56
10Ago21,68.33
11Ago21,69.3
12Ago21,69.12
13Ago21,68.36
16Ago21,67.44
17Ago21,66.5
18Ago21,65.36
19Ago21,63.69
20Ago21,62.25
23Ago21,65.65
24Ago21,67.5
25Ago21,68.54
26Ago21,67.42
27Ago21,68.84
30Ago21,69.28
31Ago21,68.43
01Set21,68.63
02Set21,70.07
03Set21,69.34
06Set21,69.34
07Set21,68.49
08Set21,69.36
09Set21,68.26
10Set21,69.82
13Set21,70.54
14Set21,70.53
15Set21,72.59
16Set21,72.69
17Set21,72.09
20Set21,70.41
21Set21,70.59
22Set21,72.37
23Set21,73.43
24Set21,74.18
27Set21,75.54
28Set21,75.44
29Set21,75.06
30Set21,75.22
01Oct21,76.01
04Oct21,77.68
05Oct21,79.17
06Oct21,77.66
07Oct21,78.46
08Oct21,79.55
11Oct21,80.64
12Oct21,80.75
13Oct21,80.67
14Oct21,81.43
15Oct21,82.39
18Oct21,82.62
19Oct21,83.19
20Oct21,84.4
21Oct21,82.64
22Oct21,84.53
25Oct21,84.64
26Oct21,85.64
27Oct21,82.66
28Oct21,82.78
29Oct21,83.5
01Nov21,84.08
02Nov21,83.91
03Nov21,80.82
04Nov21,78.88
05Nov21,81.25
08Nov21,81.68
09Nov21,83.91
10Nov21,81.91
11Nov21,81.31
12Nov21,80.43
15Nov21,80.56
16Nov21,80.98
17Nov21,78.06
18Nov21,79.18
19Nov21,76.23
22Nov21,76.79
23Nov21,78.66
24Nov21,78.32
25Nov21,78.32
26Nov21,78.32
29Nov21,69.88
30Nov21,65.3
01Dic21,66.42
02Dic21,66.6
03Dic21,66.32
06Dic21,66.32
07Dic21,71.94
08Dic21,72.43
09Dic21,71.26
10Dic21,71.71
13Dic21,71.29
14Dic21,70.36
15Dic21,70.45
16Dic21,72.41
17Dic21,70.72
20Dic21,68.03
21Dic21,71.36
22Dic21,72.65
23Dic21,73.89
24Dic21,73.89
27Dic21,75.49
28Dic21,76.01
29Dic21,76.58
30Dic21,76.83
31Dic21,75.62
03Ene22,75.86
04Ene22,77.15
05Ene22,78.37
06Ene22,79.2
07Ene22,78.81
10Ene22,78.2
11Ene22,81.14
12Ene22,82.85
13Ene22,82.4
14Ene22,83.82
17Ene22,83.82
18Ene22,84.86
19Ene22,86.49
20Ene22,86.69
21Ene22,84.93
24Ene22,84.74
25Ene22,86.04
26Ene22,88.42
27Ene22,87.72
28Ene22,88.12
31Ene22,88.72
01Feb22,87.92
02Feb22,88.16
03Feb22,89.65
04Feb22,92.53
07Feb22,91.25
08Feb22,89.62
09Feb22,89.63
10Feb22,90.71
11Feb22,93.12
14Feb22,93.93
15Feb22,91.8
16Feb22,93.99
17Feb22,91.25
18Feb22,91.33
21Feb22,91.26
22Feb22,92.4
23Feb22,92.15
24Feb22,95.46
25Feb22,91.28
28Feb22,96.9
01Mar22,104.09
02Mar22,109.35
03Mar22,109.7
04Mar22,115.77
07Mar22,120.85
08Mar22,126.07
09Mar22,109.63
10Mar22,105.93
11Mar22,109.12
14Mar22,103.22
15Mar22,96.42
16Mar22,94.85
17Mar22,102.97
18Mar22,104.69
21Mar22,112.14
22Mar22,111.03
23Mar22,114.73
24Mar22,114.2
25Mar22,116.2
28Mar22,107.55
29Mar22,104.25
30Mar22,107.81
31Mar22,100.53
01Abr22,99.32
04Abr22,103.29
05Abr22,101.98
06Abr22,96.39
07Abr22,96.05
08Abr22,98.35
11Abr22,94.22
12Abr22,100.52
13Abr22,104.26
14Abr22,106.84
15Abr22,106.84
18Abr22,108.24
19Abr22,102.54
20Abr22,102.56
21Abr22,103.89
22Abr22,102.86
25Abr22,99.6
26Abr22,102.58
27Abr22,101.96
28Abr22,105.47
29Abr22,104.59
02May22,105.18
03May22,102.53
04May22,107.84
05May22,108.17
06May22,109.72
09May22,103.08
10May22,99.74
11May22,105.5
12May22,106.15
13May22,110.52
16May22,114.07
17May22,112.31
18May22,109.67
19May22,112.21
20May22,112.63
23May22,110.32
24May22,112.55
25May22,112.88
26May22,116.19
27May22,114.96
30May22,114.96
31May22,114.38
01Jun22,115.26
02Jun22,116.88
03Jun22,118.97
06Jun22,118.41
07Jun22,119.55
08Jun22,121.94
09Jun22,121.52
10Jun22,120.73
13Jun22,120.92
14Jun22,118.92
15Jun22,115.32
16Jun22,117.56
17Jun22,109.56
20Jun22,110.27
21Jun22,110.49
22Jun22,106.22
23Jun22,105.75
24Jun22,109.07
27Jun22,111.44
28Jun22,113.66
29Jun22,111.65
30Jun22,107.76
01Jul22,110.3
04Jul22,110.3
05Jul22,101.55
06Jul22,100.31
07Jul22,104.62
08Jul22,106.78
11Jul22,106.09
12Jul22,97.69
13Jul22,98.44
14Jul22,97.79
15Jul22,99.59
18Jul22,104.48
19Jul22,106.12
20Jul22,104.45
21Jul22,98.44
22Jul22,97.71
25Jul22,99.83
26Jul22,98.22
27Jul22,100.03
28Jul22,99.11
29Jul22,101.31
01Ago22,96.59
02Ago22,97.14
03Ago22,93.25
04Ago22,91.29
05Ago22,91.77
08Ago22,93.52
09Ago22,93.18
10Ago22,94.68
11Ago22,97.02
12Ago22,94.86
15Ago22,92.24
16Ago22,89.23
17Ago22,90.85
18Ago22,93.2
19Ago22,93.55
22Ago22,93.42
23Ago22,96.46
24Ago22,95.52
25Ago22,93.33
26Ago22,93.63
29Ago22,97.4
30Ago22,92.08
31Ago22,90.09
01Set22,87.09
02Set22,87.29
05Set22,87.29
06Set22,87.35
07Set22,82.5
08Set22,84.04
09Set22,87.27
12Set22,88.18
13Set22,87.84
14Set22,88.88
15Set22,85.72
16Set22,85.57
19Set22,86.15
20Set22,84.69
21Set22,83.38
22Set22,84.02
23Set22,79.07
26Set22,77.17
27Set22,78.91
28Set22,82.61
29Set22,81.78
30Set22,79.91
03Oct22,84.05
04Oct22,86.87
