producto,year,month,day,precio_min,precio_max,precio_mean
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,7,1.6,2.2,1.9
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,7,1.3,1.9,1.65
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,7,1.5,2.0,1.75
PAPA AMARILLA,2022,8,7,3.2,4.0,3.63
PAPA BLANCA/VALLE/OTROS,2022,8,7,1.2,1.6,1.43
PAPA COLOR/VALLE/OTROS,2022,8,7,1.3,1.7,1.5
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,7,1.5,2.4,1.9
PAPA HUAMANTANGA,2022,8,7,2.6,2.8,2.7
PAPA NEGRA ANDINA,2022,8,7,1.5,1.8,1.65
PAPA PERUANITA (INJERTO),2022,8,7,2.2,2.7,2.45
PAPA YUNGAY,2022,8,7,1.2,1.6,1.43
PAPA UNICA,2022,8,7,1.4,1.6,1.51
PAPA CANCHAN,2022,8,7,1.3,1.7,1.53
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,8,1.6,2.2,1.9
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,8,1.5,2.0,1.7
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,8,1.5,2.0,1.75
PAPA AMARILLA,2022,8,8,3.2,4.0,3.63
PAPA BLANCA/VALLE/OTROS,2022,8,8,1.2,1.6,1.43
PAPA COLOR/VALLE/OTROS,2022,8,8,1.3,1.7,1.5
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,8,1.5,2.4,1.9
PAPA HUAMANTANGA,2022,8,8,2.6,2.8,2.7
PAPA NEGRA ANDINA,2022,8,8,1.5,1.8,1.65
PAPA PERUANITA (INJERTO),2022,8,8,2.2,2.7,2.45
PAPA YUNGAY,2022,8,8,1.2,1.6,1.43
PAPA UNICA,2022,8,8,1.4,1.6,1.51
PAPA CANCHAN,2022,8,8,1.3,1.7,1.53
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,9,1.6,2.2,1.9
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,9,1.5,2.0,1.7
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,9,1.5,2.0,1.75
PAPA AMARILLA,2022,8,9,3.2,4.4,3.73
PAPA BLANCA/VALLE/OTROS,2022,8,9,1.2,1.6,1.43
PAPA COLOR/VALLE/OTROS,2022,8,9,1.25,1.7,1.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,9,1.5,2.5,1.93
PAPA HUAMANTANGA,2022,8,9,2.4,2.7,2.55
PAPA NEGRA ANDINA,2022,8,9,1.5,1.7,1.59
PAPA PERUANITA (INJERTO),2022,8,9,2.2,2.7,2.45
PAPA YUNGAY,2022,8,9,1.2,1.6,1.43
PAPA UNICA,2022,8,9,1.25,1.4,1.33
PAPA CANCHAN,2022,8,9,1.4,1.7,1.55
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,10,1.6,2.2,1.9
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,10,1.5,2.0,1.7
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,10,1.5,2.0,1.75
PAPA AMARILLA,2022,8,10,3.2,4.4,3.73
PAPA BLANCA/VALLE/OTROS,2022,8,10,1.2,1.6,1.43
PAPA COLOR/VALLE/OTROS,2022,8,10,1.25,1.7,1.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,10,1.5,2.5,1.93
PAPA HUAMANTANGA,2022,8,10,2.4,2.7,2.55
PAPA NEGRA ANDINA,2022,8,10,1.5,1.7,1.59
PAPA PERUANITA (INJERTO),2022,8,10,2.2,2.7,2.45
PAPA YUNGAY,2022,8,10,1.2,1.6,1.43
PAPA UNICA,2022,8,10,1.25,1.4,1.33
PAPA CANCHAN,2022,8,10,1.4,1.7,1.55
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,11,1.6,2.2,1.9
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,11,1.5,2.0,1.7
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,11,1.5,2.0,1.75
PAPA AMARILLA,2022,8,11,3.5,4.2,3.88
PAPA BLANCA/VALLE/OTROS,2022,8,11,1.2,1.7,1.43
PAPA COLOR/VALLE/OTROS,2022,8,11,1.25,1.75,1.43
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,11,1.6,2.5,1.95
PAPA HUAMANTANGA,2022,8,11,2.3,2.6,2.45
PAPA NEGRA ANDINA,2022,8,11,1.5,1.7,1.59
PAPA PERUANITA (INJERTO),2022,8,11,2.4,2.7,2.55
PAPA YUNGAY,2022,8,11,1.2,1.7,1.43
PAPA UNICA,2022,8,11,1.25,1.4,1.33
PAPA CANCHAN,2022,8,11,1.3,1.75,1.54
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,12,1.6,1.9,1.75
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,12,1.5,2.0,1.7
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,12,1.0,2.0,1.63
PAPA AMARILLA,2022,8,12,3.5,4.2,3.88
PAPA BLANCA/VALLE/OTROS,2022,8,12,1.2,1.7,1.43
PAPA COLOR/VALLE/OTROS,2022,8,12,1.25,1.75,1.43
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,12,1.6,2.5,1.95
PAPA HUAMANTANGA,2022,8,12,2.3,2.6,2.45
PAPA NEGRA ANDINA,2022,8,12,1.5,1.7,1.59
PAPA PERUANITA (INJERTO),2022,8,12,2.4,2.7,2.55
PAPA YUNGAY,2022,8,12,1.2,1.7,1.43
PAPA UNICA,2022,8,12,1.25,1.4,1.33
PAPA CANCHAN,2022,8,12,1.3,1.75,1.54
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,13,1.6,1.9,1.75
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,13,1.5,2.0,1.7
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,13,1.0,2.0,1.63
PAPA AMARILLA,2022,8,13,3.0,4.2,3.63
PAPA BLANCA/VALLE/OTROS,2022,8,13,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,8,13,1.25,1.8,1.45
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,13,1.6,2.8,2.08
PAPA HUAMANTANGA,2022,8,13,2.5,2.8,2.65
PAPA NEGRA ANDINA,2022,8,13,1.6,1.7,1.66
PAPA PERUANITA (INJERTO),2022,8,13,2.4,2.8,2.6
PAPA YUNGAY,2022,8,13,1.2,1.6,1.38
PAPA UNICA,2022,8,13,1.25,1.4,1.33
PAPA CANCHAN,2022,8,13,1.35,1.8,1.56
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,14,1.6,1.9,1.75
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,14,1.5,2.0,1.7
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,14,1.0,2.0,1.63
PAPA AMARILLA,2022,8,14,3.0,4.2,3.63
PAPA BLANCA/VALLE/OTROS,2022,8,14,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,8,14,1.25,1.8,1.45
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,14,1.6,2.8,2.08
PAPA HUAMANTANGA,2022,8,14,2.5,2.8,2.65
PAPA NEGRA ANDINA,2022,8,14,1.6,1.7,1.66
PAPA PERUANITA (INJERTO),2022,8,14,2.4,2.8,2.6
PAPA YUNGAY,2022,8,14,1.2,1.6,1.38
PAPA UNICA,2022,8,14,1.25,1.4,1.33
PAPA CANCHAN,2022,8,14,1.35,1.8,1.56
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,15,1.6,1.9,1.75
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,15,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,15,1.0,2.0,1.63
PAPA AMARILLA,2022,8,15,3.0,4.2,3.63
PAPA BLANCA/VALLE/OTROS,2022,8,15,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,8,15,1.25,1.8,1.45
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,15,1.6,2.8,2.08
PAPA HUAMANTANGA,2022,8,15,2.5,2.8,2.65
PAPA NEGRA ANDINA,2022,8,15,1.6,1.7,1.66
PAPA PERUANITA (INJERTO),2022,8,15,2.4,2.8,2.6
PAPA YUNGAY,2022,8,15,1.2,1.6,1.38
PAPA UNICA,2022,8,15,1.25,1.4,1.33
PAPA CANCHAN,2022,8,15,1.35,1.8,1.56
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,16,1.6,1.9,1.75
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,16,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,16,1.0,2.0,1.63
PAPA AMARILLA,2022,8,16,3.3,4.2,3.7
PAPA BLANCA/VALLE/OTROS,2022,8,16,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,8,16,1.2,1.8,1.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,16,1.6,2.4,1.98
PAPA HUAMANTANGA,2022,8,16,2.4,2.8,2.58
PAPA NEGRA ANDINA,2022,8,16,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,8,16,2.4,2.8,2.6
PAPA YUNGAY,2022,8,16,1.2,1.6,1.38
PAPA UNICA,2022,8,16,1.2,1.35,1.28
PAPA CANCHAN,2022,8,16,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,17,1.6,1.9,1.75
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,17,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,17,1.0,2.0,1.63
PAPA AMARILLA,2022,8,17,3.3,4.2,3.7
PAPA BLANCA/VALLE/OTROS,2022,8,17,1.2,1.6,1.38
PAPA COLOR/VALLE/OTROS,2022,8,17,1.2,1.8,1.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,17,1.6,2.4,1.98
PAPA HUAMANTANGA,2022,8,17,2.4,2.8,2.58
PAPA NEGRA ANDINA,2022,8,17,1.3,1.6,1.45
PAPA PERUANITA (INJERTO),2022,8,17,2.4,2.8,2.6
PAPA YUNGAY,2022,8,17,1.2,1.6,1.38
PAPA UNICA,2022,8,17,1.2,1.35,1.28
PAPA CANCHAN,2022,8,17,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,18,1.6,1.9,1.75
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,18,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,18,1.0,2.0,1.63
PAPA AMARILLA,2022,8,18,3.5,4.2,3.88
PAPA BLANCA/VALLE/OTROS,2022,8,18,1.3,1.6,1.45
PAPA COLOR/VALLE/OTROS,2022,8,18,1.2,1.8,1.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,18,1.6,2.5,1.98
PAPA HUAMANTANGA,2022,8,18,2.3,2.6,2.45
PAPA NEGRA ANDINA,2022,8,18,1.4,1.85,1.65
PAPA PERUANITA (INJERTO),2022,8,18,2.7,3.2,2.93
PAPA YUNGAY,2022,8,18,1.3,1.6,1.45
PAPA UNICA,2022,8,18,1.2,1.35,1.28
PAPA CANCHAN,2022,8,18,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,19,1.6,1.9,1.75
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,19,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,19,1.0,2.0,1.63
PAPA AMARILLA,2022,8,19,3.5,4.2,3.88
PAPA BLANCA/VALLE/OTROS,2022,8,19,1.3,1.6,1.45
PAPA COLOR/VALLE/OTROS,2022,8,19,1.2,1.8,1.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,19,1.6,2.5,1.98
PAPA HUAMANTANGA,2022,8,19,2.3,2.6,2.45
PAPA NEGRA ANDINA,2022,8,19,1.4,1.85,1.65
PAPA PERUANITA (INJERTO),2022,8,19,2.7,3.2,2.93
PAPA YUNGAY,2022,8,19,1.3,1.6,1.45
PAPA UNICA,2022,8,19,1.2,1.35,1.28
PAPA CANCHAN,2022,8,19,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,20,1.6,1.8,1.7
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,20,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,20,1.0,2.0,1.63
PAPA AMARILLA,2022,8,20,3.5,4.2,3.88
PAPA BLANCA/VALLE/OTROS,2022,8,20,1.3,1.6,1.45
PAPA COLOR/VALLE/OTROS,2022,8,20,1.2,1.8,1.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,20,1.6,2.5,1.98
PAPA HUAMANTANGA,2022,8,20,2.3,2.6,2.45
PAPA NEGRA ANDINA,2022,8,20,1.4,1.85,1.65
PAPA PERUANITA (INJERTO),2022,8,20,2.7,3.2,2.93
PAPA YUNGAY,2022,8,20,1.3,1.6,1.45
PAPA UNICA,2022,8,20,1.2,1.35,1.28
PAPA CANCHAN,2022,8,20,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,21,1.6,1.8,1.7
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,21,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,21,1.0,2.0,1.63
PAPA AMARILLA,2022,8,21,3.5,4.2,3.88
PAPA BLANCA/VALLE/OTROS,2022,8,21,1.3,1.6,1.45
PAPA COLOR/VALLE/OTROS,2022,8,21,1.2,1.8,1.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,21,1.6,2.5,1.98
PAPA HUAMANTANGA,2022,8,21,2.3,2.6,2.45
PAPA NEGRA ANDINA,2022,8,21,1.4,1.85,1.65
PAPA PERUANITA (INJERTO),2022,8,21,2.7,3.2,2.93
PAPA YUNGAY,2022,8,21,1.3,1.6,1.45
PAPA UNICA,2022,8,21,1.2,1.35,1.28
PAPA CANCHAN,2022,8,21,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,22,1.6,1.8,1.7
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,22,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,22,1.5,2.5,2.0
PAPA AMARILLA,2022,8,22,3.5,4.2,3.88
PAPA BLANCA/VALLE/OTROS,2022,8,22,1.3,1.6,1.45
PAPA COLOR/VALLE/OTROS,2022,8,22,1.2,1.8,1.44
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,22,1.6,2.5,1.98
PAPA HUAMANTANGA,2022,8,22,2.3,2.6,2.45
PAPA NEGRA ANDINA,2022,8,22,1.4,1.85,1.65
PAPA PERUANITA (INJERTO),2022,8,22,2.7,3.2,2.93
PAPA YUNGAY,2022,8,22,1.3,1.6,1.45
PAPA UNICA,2022,8,22,1.2,1.35,1.28
PAPA CANCHAN,2022,8,22,1.4,1.8,1.58
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,23,1.6,1.8,1.7
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,23,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,23,1.5,2.5,2.0
PAPA AMARILLA,2022,8,23,3.5,4.2,3.88
PAPA BLANCA/VALLE/OTROS,2022,8,23,1.3,1.7,1.5
PAPA COLOR/VALLE/OTROS,2022,8,23,1.2,1.7,1.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,23,1.6,2.5,1.98
PAPA HUAMANTANGA,2022,8,23,2.5,2.8,2.65
PAPA NEGRA ANDINA,2022,8,23,1.4,1.85,1.65
PAPA PERUANITA (INJERTO),2022,8,23,2.5,3.2,2.85
PAPA YUNGAY,2022,8,23,1.3,1.7,1.5
PAPA UNICA,2022,8,23,1.2,1.35,1.28
PAPA CANCHAN,2022,8,23,1.35,1.7,1.54
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,24,1.6,1.8,1.7
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,24,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,24,1.0,2.0,1.5
PAPA AMARILLA,2022,8,24,3.5,4.2,3.88
PAPA BLANCA/VALLE/OTROS,2022,8,24,1.3,1.7,1.5
PAPA COLOR/VALLE/OTROS,2022,8,24,1.2,1.7,1.4
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,24,1.6,2.5,1.98
PAPA HUAMANTANGA,2022,8,24,2.5,2.8,2.65
PAPA NEGRA ANDINA,2022,8,24,1.4,1.85,1.65
PAPA PERUANITA (INJERTO),2022,8,24,2.5,3.2,2.85
PAPA YUNGAY,2022,8,24,1.3,1.7,1.5
PAPA UNICA,2022,8,24,1.2,1.35,1.28
PAPA CANCHAN,2022,8,24,1.35,1.7,1.54
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,25,1.6,1.8,1.7
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,25,1.3,2.0,1.63
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,25,1.0,1.5,1.25
PAPA AMARILLA,2022,8,25,3.2,4.0,3.6
PAPA BLANCA/VALLE/OTROS,2022,8,25,1.3,1.8,1.55
PAPA COLOR/VALLE/OTROS,2022,8,25,1.1,1.6,1.31
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,25,1.55,2.3,1.88
PAPA HUAMANTANGA,2022,8,25,2.5,2.8,2.65
PAPA NEGRA ANDINA,2022,8,25,1.6,1.7,1.65
PAPA PERUANITA (INJERTO),2022,8,25,2.5,3.2,2.85
PAPA YUNGAY,2022,8,25,1.3,1.8,1.55
PAPA UNICA,2022,8,25,1.1,1.25,1.18
PAPA CANCHAN,2022,8,25,1.3,1.6,1.45
PAPA AMARILIS,2022,8,25,1.3,1.35,1.32
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,26,1.5,2.0,1.73
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,26,1.5,2.0,1.75
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,26,1.5,2.0,1.75
PAPA AMARILLA,2022,8,26,3.2,4.0,3.6
PAPA BLANCA/VALLE/OTROS,2022,8,26,1.3,1.8,1.55
PAPA COLOR/VALLE/OTROS,2022,8,26,1.1,1.6,1.31
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,26,1.55,2.3,1.88
PAPA HUAMANTANGA,2022,8,26,2.5,2.8,2.65
PAPA NEGRA ANDINA,2022,8,26,1.6,1.7,1.65
PAPA PERUANITA (INJERTO),2022,8,26,2.5,3.2,2.85
PAPA YUNGAY,2022,8,26,1.3,1.8,1.55
PAPA UNICA,2022,8,26,1.1,1.25,1.18
PAPA CANCHAN,2022,8,26,1.3,1.6,1.45
PAPA AMARILIS,2022,8,26,1.3,1.35,1.32
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,27,1.5,2.0,1.73
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,27,1.5,2.0,1.75
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,27,1.5,2.0,1.75
PAPA AMARILLA,2022,8,27,3.4,4.0,3.7
PAPA BLANCA/VALLE/OTROS,2022,8,27,1.4,1.8,1.63
PAPA COLOR/VALLE/OTROS,2022,8,27,1.1,1.5,1.29
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,27,1.7,2.6,2.1
PAPA HUAMANTANGA,2022,8,27,2.4,2.7,2.55
PAPA NEGRA ANDINA,2022,8,27,1.6,1.9,1.75
PAPA PERUANITA (INJERTO),2022,8,27,2.8,3.2,2.98
PAPA YUNGAY,2022,8,27,1.4,1.8,1.63
PAPA UNICA,2022,8,27,1.1,1.25,1.18
PAPA CANCHAN,2022,8,27,1.3,1.5,1.39
PAPA AMARILIS,2022,8,27,1.3,1.35,1.32
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,28,1.5,2.0,1.73
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,28,1.5,2.0,1.75
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,28,1.5,2.0,1.75
PAPA AMARILLA,2022,8,28,3.4,4.0,3.7
PAPA BLANCA/VALLE/OTROS,2022,8,28,1.4,1.8,1.63
PAPA COLOR/VALLE/OTROS,2022,8,28,1.1,1.5,1.29
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,28,1.7,2.6,2.1
PAPA HUAMANTANGA,2022,8,28,2.4,2.7,2.55
PAPA NEGRA ANDINA,2022,8,28,1.6,1.9,1.75
PAPA PERUANITA (INJERTO),2022,8,28,2.8,3.2,2.98
PAPA YUNGAY,2022,8,28,1.4,1.8,1.63
PAPA UNICA,2022,8,28,1.1,1.25,1.18
PAPA CANCHAN,2022,8,28,1.3,1.5,1.39
PAPA AMARILIS,2022,8,28,1.3,1.35,1.32
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,29,1.5,2.0,1.73
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,29,1.5,2.0,1.75
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,29,1.5,2.5,2.0
PAPA AMARILLA,2022,8,29,3.5,4.0,3.75
PAPA BLANCA/VALLE/OTROS,2022,8,29,1.65,1.9,1.76
PAPA COLOR/VALLE/OTROS,2022,8,29,1.2,1.4,1.31
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,29,1.6,2.5,2.0
PAPA HUAMANTANGA,2022,8,29,2.4,2.7,2.55
PAPA NEGRA ANDINA,2022,8,29,1.6,1.9,1.75
PAPA PERUANITA (INJERTO),2022,8,29,3.0,3.5,3.25
PAPA YUNGAY,2022,8,29,1.65,1.9,1.76
PAPA UNICA,2022,8,29,1.25,1.4,1.33
PAPA CANCHAN,2022,8,29,1.2,1.4,1.29
PAPA AMARILIS,2022,8,29,1.3,1.35,1.32
CEBOLLA CABEZA BLANCA NACIONAL,2022,8,30,1.5,2.0,1.73
CEBOLLA CABEZA ROJA/MAJ/TAMB/LOC/CAM/MIL,2022,8,30,1.5,2.0,1.75
CEBOLLA CHINA (CRIOLLA/SERRANA),2022,8,30,1.5,2.0,1.75
PAPA AMARILLA,2022,8,30,3.5,4.0,3.75
PAPA BLANCA/VALLE/OTROS,2022,8,30,1.65,1.9,1.76
PAPA COLOR/VALLE/OTROS,2022,8,30,1.2,1.4,1.31
PAPA HUAYRO (ROJO-MORO-NEGRO)RUNT/MARH/U,2022,8,30,1.6,2.5,2.0
PAPA HUAMANTANGA,2022,8,30,2.4,2.7,2.55
PAPA NEGRA ANDINA,2022,8,30,1.6,1.9,1.75
PAPA PERUANITA (INJERTO),2022,8,30,3.0,3.5,3.25
PAPA YUNGAY,2022,8,30,1.65,1.9,1.76
PAPA UNICA,2022,8,30,1.25,1.4,1.33
PAPA CANCHAN,2022,8,30,1.2,1.4,1.29
PAPA AMARILIS,2022,8,30,1.3,1.35,1.32
